Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",13097,27
118719801252410,Národní plán obnovy,Národní plán obnovy,8156,16
122074554119,EU Social,EU Social,7732,8
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",5177,6
178362315106,European Parliament,European Parliament,5034,11
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,3662,12
278117815576023,EU Justice and Consumers,EU Justice and Consumers,3352,14
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2201,13
251656685576,KDU-ČSL,KDU-ČSL,2170,6
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1417,4
308878909205138,Toyota Česká republika,Toyota Česká republika,1346,4
137301989386,Aktuálně.cz,Aktuálně.cz,1335,2
52479821102,Týdeník Respekt,Týdeník Respekt,1219,5
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1168,4
206791046438534,Plant for the Planet - Česká republika,Plant-for-the-Planet Czech Republic Nadace,1104,5
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,1044,4
119598071962341,Centrum pro regionální rozvoj České republiky,Centrum pro regionální rozvoj České republiky,1009,7
110945610569821,Odchod.eu,Hnutí Odchod,1003,8
460558621177512,Zálohujme.cz,Zálohujme,995,2
384187235387895,Alena Schillerová,ANO,930,2
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,913,3
1104866262972886,Michal Šmarda • Sociální demokracie,Česká strana sociálně demokratická,846,1
356451014434612,Marian Jurečka,KDU-ČSL,801,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,581,3
733410133337387,Michaela Šojdrová,Michaela Šojdrová,575,18
424114981002397,Český rozhlas Plus,Český rozhlas,521,19
117823623864,Transparency International ČR,Transparency International ČR,490,7
532219183564760,Stanislav Polčák,Stanislav Polčák,467,2
1410403182565683,Petr Hladík,KDU-ČSL,456,5
139379141293,Paměť národa,"Post Bellum, z.ú.",450,8
103567498863549,Ecoista,Ecoista,366,2
125830487980906,Solární asociace,Solární asociace,362,2
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,355,7
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",352,5
90002267161,TOP 09,TOP 09,341,12
101279652413889,SPOLU pro Prahu,SPOLU Praha,337,4
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,316,1
1469427909957890,Reportér magazín,Reportér magazín,301,1
711658465662315,XTV,XTV,271,8
113322746709049,Karel Havlíček,ANO,267,1
123858471641,iROZHLAS.cz,Český rozhlas,255,1
284944781875,EURACTIV.cz,EURACTIV.cz,249,10
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,245,4
1374735352855356,BudgetBakers,These ads ran without a disclaimer,239,1
116550511463097,Ondřej Mikmek_jaderný venkovan,Ondřej Mikmek_jaderný venkovan,238,4
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,238,2
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,231,1
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,229,1
280617905401953,Alexandra Udženija,Občanská demokratická strana,222,2
137778619615350,Voyo.cz,TV Nova s. r. o.,215,1
321762510282,Michal Kučera,Michal Kučera,213,2
1956144064659620,BlueTV,Aliance pro budoucnost,197,2
105998488267274,Robert Teleky,KDU-ČSL,196,2
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","Chrenek, Toman, Kotrba advokátní kancelář",187,8
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,186,2
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,183,2
840906766014124,Jana Mračková Vildumetzová,ANO,183,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,181,32
101722985492419,Klára Kocmanová,Česká pirátská strana,174,2
378827025796132,Peak.cz,Peak.cz,172,7
100192095988280,Návštěvnické centrum ČNB,Česká národní banka,166,1
1900532106849242,Institut H21,Institute H21,163,2
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,157,1
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,156,2
101173452598541,Garryx R,These ads ran without a disclaimer,156,1
337302141482,Marianne,These ads ran without a disclaimer,149,1
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",149,4
103890452433335,Konvalinka Vladislav - radní města Slaný,Konvalinka Vladislav - radní města Slaný,145,3
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,139,2
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,137,1
257529307701966,Jiří Pospíšil,TOP 09,137,3
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,134,1
107996628144164,PRAHA 6 SOBĚ,PRAHA SOBĚ,134,4
662196877287140,Tomáš Třetina,PRodukujeme,133,2
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",131,1
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s. r. o.,129,4
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,Svoboda a přímá demokracie (SPD),127,2
