Location name,Amount spent (TWD)
Changhua,7102
Chiayi,1409
Hsinchu,2806
Hsinchu City,5236
Hualien,2289
Kaohsiung,20774
Keelung City,2548
Kinmen,391
Lienchiang,≤100
Miaoli,2922
Nantou,7485
New Taipei City,32067
Penghu,887
Pingtung,4160
Taichung,24614
Tainan,13127
Taipei,27654
Taitung,1275
Taoyuan City,19620
Unknown,2929
Yilan,2354
Yunlin,3915
