Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,14103,113
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,1045,2
187073013532,Partido VIVA,Partido Político Visión con Valores,746,4
105847462372794,Estuviéramos Mejor,Estuvieramos Mejor,490,15
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,396,2
196258110831945,Partido Valor,Partido Valor,392,3
100235589072175,Católicos por Guatemala,Najarro Contreras Wenderly,303,1
106908785419555,Goberna Guatemala,Goberna,302,21
643513979193133,Unidos por Beatriz,Neuma,174,6
102762215788405,VOS.gt,VOS.gt,≤100,1
281554395331686,República,"Republica GT, S.A.",≤100,2
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100,1
104089457996473,Noticias Malacatán,Jennifer Lopez,≤100,1
135019416549522,La Hora,La Hora,≤100,1
108514502146831,PIN Jutiapa -Partido de Integración Nacional-,Dohuglas Crispin,≤100,1
1243388392422876,Oxfam en Centroamérica,These ads ran without a disclaimer,≤100,4
100423518427634,Comisión Presidencial Contra la Corrupción,Comisión Presidencial Contra la Corrupción,≤100,1
101662242826187,La Chinautla de Seño Liz,These ads ran without a disclaimer,≤100,1
101137612870763,Brujo Mayor Marcelo Sanic,These ads ran without a disclaimer,≤100,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,2
108269868283977,Audiohistorias de Israel,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
