Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,1758,3
703368406666619,Vox Populi HN,Vox Populi HN,1161,1
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,808,1
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,483,1
104599735671754,Goberna Honduras,Goberna Honduras,381,15
103031135787229,Sensus,Sensus,371,10
486382251906084,Honduras El Pais,Diario El  Pais.hn,183,3
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,158,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),151,1
491553204198958,Revistazo.com,Revistazo.com,137,1
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,133,1
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",130,1
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,129,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,117,2
459107311130639,Dr. Luther Harry,Dr. Luther Harry,117,2
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,≤100,2
401000470308277,Acción Joven Honduras,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
102916809366515,Rosito Dinero Music,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
700265134151964,LAIT UP BELIZE,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
486973105016595,The Cake Craze by Shashi Fonseka,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,2
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
