Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,63288,4
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,17922,6
101208005522646,Ing. Joaquín Hernández R.,Allan Andres Chaves Solis,10694,1
643513979193133,Unidos por Beatriz,Neuma,8117,4
100248039454311,Mi Canton Digital,Mi Canton Digital,6161,3
102084562479533,Digital506,Digital506,3915,4
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,3360,1
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,3254,1
265843867173714,La Revista,La Revista,2417,2
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,2196,1
101232055514771,Yonder Salas - Diputado,Yonder Salas - Diputado,2137,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1739,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1120,1
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,746,2
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,6
596858787607676,Ciudades Verdes,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
393065737944038,Cecilia Del Re,These ads ran without a disclaimer,≤100,1
103995402474095,mateo_montoya_collis,These ads ran without a disclaimer,≤100,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
145648232252879,Disfam - Asociación Dislexia y Familia,These ads ran without a disclaimer,≤100,1
102896729338425,Baga1402_03,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
