Location name,Amount spent (PKR)
Azad Kashmir,710
Balochistan,1631
Federally Administered Tribal Areas,217
Gilgit-Baltistan,470
Islamabad Capital Territory,1321
Khyber Pakhtunkhwa,7564
Punjab,20519
Sindh,8260
Unknown,≤100
