Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1887527,54
103594282676235,Piensa Distinto,Piensa Distinto,516361,28
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,497591,63
525334380868858,Martín Lousteau,Martín Lousteau,218377,33
391699984932525,Pablo Cervi,Juntos por el Cambio Neuquén,173128,40
109554821547169,CPC Jardín MuniCba,municipalidad de córdoba,162563,17
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,118853,58
101185599412309,Marcos para Neuquén,Marcos para Neuquen,100053,22
174876119204869,Martín Insaurralde,Frente de Todos Lomas,99537,2
107022228690687,Jornada Nacional,Jornada Nacional,86931,19
103780997884434,Comunidad Argentina,Comunidad Argentina,82913,18
680986725302906,Roberto Mirabella,Hacemos Santa Fe,82852,11
363825283650115,Vicente López,Vicente López,82718,12
109187295412340,Levantados,Levantados,77422,6
100389385670547,TERRA,El nuevo enemigo,76509,16
234148293934740,Mariano Gaido,Mariano Gaido,73259,4
105166715290140,Momento Uno,Momento Uno,66732,15
199992490587527,CPC Centroamérica MuniCba,municipalidad de córdoba,59857,2
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,59553,77
1471624973068591,Bettina Romero,Bettina Romero,59410,17
1086999731414893,Lucas Castelli,Lucas Alberto Castelli,53082,21
101835199221060,Jorge Andrés Difonso,Jorge Andrés Difonso,51628,9
110079031997390,Con Larreta,Con Larreta,50878,4
427271967380241,Lucas Delfino,Juntos,45634,14
1662250880709156,Lanús Municipio,Lanús Municipio,45450,4
101321286190410,Avancemos Salta,Avancemos Salta,44275,3
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,43631,50
1466119057008930,Fundación IDEAR Córdoba.,Fundación IDEAR Córdoba.,42971,1
256803881073240,Gobierno de Salta,Gobierno de Salta,42251,24
1275311129309933,Marcos Koopmann,Marcos Koopmann,40366,37
150071271996596,Javier Bertoldi,Javier Bertoldi,39207,7
420724655175395,Cristian Mayal,Cristian Mayal,37301,19
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,36676,1
147447928678753,Carlos Eguia,Carlos Alberto Eguia,36034,2
111600998225620,Noticias Zero,Noticias Zero,35181,21
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,28155,6
369181306485506,Patricia Cubria,showercomunicacion,26153,6
90148244993,Patricia Bullrich,Pro Nacional,26080,1
109309353787521,Rodrigo Buteler,Rodrigo Buteler,25710,8
120831940916786,,NeuquenVota.com,25376,1
