Location name,Amount spent (TWD)
Changhua,7492
Chiayi,1506
Hsinchu,4372
Hsinchu City,5672
Hualien,3641
Kaohsiung,25269
Keelung City,2917
Kinmen,605
Lienchiang,≤100
Miaoli,3527
Nantou,3691
New Taipei City,39046
Penghu,639
Pingtung,4776
Taichung,25308
Tainan,15573
Taipei,32886
Taitung,1498
Taoyuan City,25125
Unknown,3135
Yilan,2596
Yunlin,4116
