Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1310
Bicol Region,13557
Cagayan Valley,6288
Calabarzon,32847
Caraga,3159
Central Luzon,20920
Central Visayas,8918
Cordillera Administrative Region,3151
Davao Region,11386
Eastern Visayas,5378
Ilocos Region,9263
Metro Manila,68242
Mimaropa,4143
Northern Mindanao,8038
Soccsksargen,5565
Unknown,≤100
Western Visayas,11964
Zamboanga Peninsula,5264
