Location name,Amount spent (TWD)
Changhua,7355
Chiayi,2138
Hsinchu,3472
Hsinchu City,6192
Hualien,7133
Kaohsiung,33196
Keelung City,9378
Kinmen,514
Lienchiang,≤100
Miaoli,3696
Nantou,3994
New Taipei City,56023
Penghu,755
Pingtung,5146
Taichung,36112
Tainan,23767
Taipei,46743
Taitung,6140
Taoyuan City,35028
Unknown,4472
Yilan,7341
Yunlin,4664
