Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
184257548280251,Alberta NDP,Alberta's NDP,6454,8
270323369737229,Elections Alberta,Elections Alberta,3509,24
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,2756,17
168106993245736,Canada Post,Canada Post,2477,3
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,2324,195
689157954518219,Danielle Smith,United Conservative Party,2187,20
6319213302,Heart & Stroke,Heart & Stroke,2120,21
376006035816016,Storyworth,These ads ran without a disclaimer,2014,11
232428989879,Maybelline New York,Maybelline New York,1910,12
102828041144081,Here For Students,Here For Students,1710,12
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,1171,10
154450024654,BC Teachers' Federation (BCTF),BC Teachers' Federation,1165,29
169928686425623,UFCW Local 401,UFCW Local 401,1132,7
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,1052,9
186752164845450,Ana Bailao,Ana Bailao,1048,1
439345863190331,Brad Bradford,Brad Bradford Campaign,853,6
152467601467262,BMO Groupe financier,BMO Groupe financier,830,7
154462904588700,Enbridge Gas,Enbridge Gas,819,57
27234020592,UNICEF Canada,UNICEF Canada,785,13
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,762,27
115835521825983,UNHCR Canada,UNHCR Canada,756,50
163292090362894,Heart & Stroke Lottery,Heart & Stroke Lottery,711,2
186266941387011,BMO Financial Group,BMO Financial Group,709,2
106183171866567,Fairness for Drivers,Fairness for Drivers,700,6
23543314803,CUPE SCFP,CUPE SCFP,668,8
247550302115830,Elections Saskatchewan,Elections Saskatchewan,642,2
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,638,52
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,635,12
373857869367252,Moose Hide Campaign,Moose Hide Campaign,621,7
106172275200668,GetBuilding,GetBuilding,576,11
453724058039992,viaSport British Columbia,viaSport British Columbia,567,19
283487578481273,Énergir,Énergir,558,10
182645321760265,Ville de Montréal,Ville de Montréal,543,5
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,529,13
1583430205202800,City of Toronto,City of Toronto - Your Local Government,515,6
268823146480333,Fondation INCA,INCA,507,23
281999881613,World Vision Canada,World Vision Canada,494,6
110905578614041,Drax Group Canada,Drax Group Canada,418,88
510183342342621,Bell MTS,Lavanya Rajaian,417,4
53321777320,Coeur + AVC,Coeur + AVC,415,18
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,409,2
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,396,12
1097840090260804,National Police Federation,National Police Federation,378,109
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,370,16
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),364,13
901776976544599,RBC Wealth Management,RBC Wealth Management,360,2
31912359596,University of Saskatchewan,University of Saskatchewan,353,9
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,351,195
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,344,40
73707923189,Bissell Centre,Bissell Centre,333,1
114849617772737,Care2 Canada,Press Pause Collective,320,13
203485052997041,Hospital Employees' Union,Hospital Employees' Union,319,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,319,2
9333642607,TELUS,TELUS,318,5
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,315,20
317158175535179,BitLife,These ads ran without a disclaimer,302,4
107385241806,Plan International Canada,Plan International Canada,293,58
397610640623766,Saskatchewan Teachers' Federation,Saskatchewan Teachers' Federation,285,9
43448349479,Josh Matlow,Josh Matlow Campaign,281,5
143249880633,World Animal Protection Canada,World Animal Protection Canada,278,30
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,274,8
263547640436466,PC Party of Manitoba,"the Financial Officer, PC Party of Manitoba",271,3
106917558391358,Alliance nouvelles voies,Pathways Alliance,271,2
195608229977,BC NDP,BC NDP,266,2
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,264,1
