Location name,Amount spent (EUR)
Attica (region),1295
Central Greece (region),122
Central Macedonia,586
Crete,156
Eastern Macedonia and Thrace,131
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),121
Southern Aegean,≤100
Thessaly,183
Unknown,≤100
Western Greece,154
Western Macedonia,≤100
