Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,7972,63
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,3388,6
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,934,4
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,812,7
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,679,7
308088503057656,النائب محمود عصام,النائب محمود عصام,654,8
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,632,7
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,545,6
1440732656173900,EDU Gate,These ads ran without a disclaimer,468,1
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,449,3
110877857406073,المهندس حسام لبن,المهندس حسام لبن,448,4
104624641751672,Castle - كاسيل,These ads ran without a disclaimer,415,3
103395314662888,حزب الشعب الجمهوري - مصر,حزب الشعب الجمهوري - مصر,328,1
2004040049809984,كمبوند مروج الاسكندرية - Muruj Compound,These ads ran without a disclaimer,323,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,262,3
121502487925668,د/ محمد الجندي - Mohamed Elgendy,د/ محمد الجندي - Mohamed Elgendy,249,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,206,6
505498339475973,اسكيز - Esquisse,These ads ran without a disclaimer,204,4
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,194,2
367290327457959,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,158,1
119405895873,Huawei,These ads ran without a disclaimer,155,1
121565980915958,سلسلة تأسيس The best start,These ads ran without a disclaimer,148,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,137,1
107030658942737,Waleed Sayed Kamel,These ads ran without a disclaimer,131,1
105322721599496,الدكتور محمد زكي الوحش,الدكتور محمد زكي الوحش,124,1
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,121,2
115336178238866,النائب - محمود عبدالعليم منصور,النائب - محمود عبدالعليم منصور,121,3
