Location name,Amount spent (USD)
Alabama,9167
Alaska,2332
American Samoa,≤100
Arizona,24126
Arkansas,6658
California,97812
Colorado,21002
Connecticut,9408
Delaware,3975
Florida,68491
Georgia,21997
Guam,≤100
Hawaii,2737
Idaho,4798
Illinois,40979
Indiana,20199
Iowa,9501
Kansas,7159
Kentucky,12734
Louisiana,14069
Maine,5864
Maryland,27124
Massachusetts,19002
Michigan,31394
Minnesota,22868
Mississippi,6426
Missouri,16185
Montana,4584
Nebraska,4850
Nevada,11668
New Hampshire,6789
New Jersey,29172
New Mexico,4898
New York,58818
North Carolina,27289
North Dakota,1254
Northern Mariana Islands,≤100
Ohio,44681
Oklahoma,12219
Oregon,14957
Pennsylvania,69920
Puerto Rico,≤100
Rhode Island,2256
South Carolina,14449
South Dakota,1489
Tennessee,19504
Texas,130259
Unknown,≤100
Utah,7973
Vermont,1514
Virgin Islands (U.S.),≤100
Virginia,32681
Washington,20527
"Washington, District of Columbia",12697
West Virginia,6542
Wisconsin,19015
Wyoming,1713
