Location name,Amount spent (CLP)
Antofagasta Region,70349
Araucanía Region,108773
Arica y Parinacota Region,56334
Atacama Region,26559
Aysén Region,14832
Bío Bío Region,251066
Coquimbo Region,97690
Los Lagos Region,102056
Los Ríos Region,47746
Magallanes y la Antártica Chilena Region,19825
Maule Region,118404
O'Higgins Region,119331
Santiago Metropolitan Region,889002
Tarapacá Region,39220
Unknown,195
Valparaíso Region,194520
