Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
2000420443552574,IKEA,IKEA,103,6
115634898452178,Postimees,Postimees Grupp,≤100,29
143433035688531,Rus.Postimees,AS Postimees Grupp,≤100,33
122074554119,EU Social,EU Social,≤100,4
115982931763745,Elu24,AS Postimees Grupp,≤100,10
1777496589189799,Kersti Kaljulaid,President Kaljulaid Foundation MTÜ,≤100,1
163327034532726,Tallinna Linnavolikogu,Tallinna Linnavolikogu,≤100,5
204385319601031,Logistikauudised,AS Äripäev,≤100,4
102853298269797,Palgauudised.ee,Palgauudised.ee,≤100,4
107898832590939,European Commission,European Commission,≤100,2
167212145427,DHL Express Estonia,DHL Express Estonia AS,≤100,2
165505543854570,Edasi.org,Edasi.org,≤100,3
170696907618,Telia Eesti,Telia Eesti,≤100,2
407479074907,RMK,RMK,≤100,4
2217643278496367,Riho Terras,Isamaa Erakond,≤100,1
197121006967212,Diplomaatia,Diplomaatia magazine,≤100,3
399470273720579,Finantsuudised,Finantsuudised.ee,≤100,2
609033342446932,kinnisvarauudised.ee,AS Äripäev,≤100,1
233123435884,Eestimaa Looduse Fond,Eestimaa Looduse Fond,≤100,4
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,3
110272961389791,Vaade,Vaade MTÜ,≤100,1
106524579448382,ECOM,These ads ran without a disclaimer,≤100,1
1451467634864322,Tartu ja Tartumaa sotsiaaldemokraadid,Tartu Sotsiaaldemokraadid,≤100,1
117610381595276,Reforminoored,Eesti Reformierakond,≤100,1
625329771243439,Andrei Korobeinik,Andrei Korobeinik,≤100,2
162244807165070,RMK по-русски,RMK,≤100,1
274708419868399,Maria Jufereva-Skuratovski,Maria Jufereva-Skuratovski,≤100,1
178362315106,European Parliament,European Parliament,≤100,9
1380694195285538,Центристская партия / Tsentristskaja partija,Eesti Keskerakond,≤100,2
468873137208405,Fermi Energia,Fermi Energia,≤100,9
2031543620467797,Pärnumaa,These ads ran without a disclaimer,≤100,2
109504878012353,Ядерная энергетика Эстонии,Fermi Energia,≤100,9
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,12
101740135173193,Astoria Homes,These ads ran without a disclaimer,≤100,6
109593429072473,Juunika Koolitus,These ads ran without a disclaimer,≤100,1
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,1
177160902333590,Kiriacoulis Mediterranean,These ads ran without a disclaimer,≤100,1
474588795895313,Getafe C.F.,These ads ran without a disclaimer,≤100,1
114861479884608,kiriacoulisyachting,These ads ran without a disclaimer,≤100,1
630809920303095,Erasmus+,These ads ran without a disclaimer,≤100,1
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,1
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,1
114068938227202,Management Grid,These ads ran without a disclaimer,≤100,1
486324651440186,Plastic Bank,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
101908602620770,Quouch,These ads ran without a disclaimer,≤100,1
1652617388325233,Zdarova Natasha,These ads ran without a disclaimer,≤100,1
