Location name,Amount spent (CHF)
Aargau,316
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,277
Basel-Landschaft,≤100
Bern,412
Canton of Geneva,390
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,218
Fribourg,233
Graubünden,≤100
Jura,≤100
Luzern,191
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,130
Solothurn,120
Thurgau,117
Ticino,146
Unknown,≤100
Uri,≤100
Valais,170
Vaud,663
Zug,≤100
Zürich,1090
