Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
108991308230301,Juventud UNE - FNT,Santiago Vargas,520,3
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,6
727248267455920,Camila's fashion,These ads ran without a disclaimer,≤100,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102896729338425,Baga1402_03,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
100994765608411,INN WORD Revival Now,These ads ran without a disclaimer,≤100,1
100339112933404,Baga1402_04,These ads ran without a disclaimer,≤100,1
