Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,1797,4
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,756,1
114601521910,Jorge Aldana,Jorge  Aldana,634,3
1392592317738074,Jorge Cálix,Jorge Cálix,419,2
104599735671754,Goberna Honduras,Goberna Honduras,376,7
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,298,2
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,246,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,178,4
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,172,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),156,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,133,2
459107311130639,Dr. Luther Harry,Dr. Luther Harry,133,2
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
107358737810334,Loros Sin Fronteras,These ads ran without a disclaimer,≤100,3
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100,1
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,8
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,1
113205835040643,Wsp35,These ads ran without a disclaimer,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,2
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,1
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,1
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,2
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,3
103083211820527,Our Funny Little Site Family,These ads ran without a disclaimer,≤100,1
100566902060431,Me Time - Home,These ads ran without a disclaimer,≤100,1
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,2
102712641857828,Our Funny Little Site Studio,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
