Location name,Amount spent (TWD)
Changhua,13726
Chiayi,3047
Hsinchu,6215
Hsinchu City,9169
Hualien,5429
Kaohsiung,40915
Keelung City,4983
Kinmen,734
Lienchiang,≤100
Miaoli,6774
Nantou,6482
New Taipei City,64459
Penghu,1070
Pingtung,11416
Taichung,51564
Tainan,28546
Taipei,50280
Taitung,3855
Taoyuan City,41067
Unknown,7440
Yilan,4372
Yunlin,7950
