Location name,Amount spent (USD)
Abkhazia,≤100
Adjara,290
Guria,≤100
Imereti,334
Kakheti,≤100
Kvemo Kartli,138
Mtskheta-Mtianeti,≤100
Racha-Lechkhumi and Kvemo Svaneti,≤100
Samegrelo-Zemo Svaneti,187
Samtskhe-Javakheti,≤100
Shida Kartli,131
Tbilisi,1433
Unknown,≤100
