Location name,Amount spent (CZK)
Central Bohemian Region,14452
Hradec Králové Region,6995
Karlovy Vary Region,3702
Liberec Region,5069
Moravian-Silesian Region,13141
Olomouc Region,7225
Pardubice Region,5832
Plzeň Region,7220
Prague,31526
South Bohemian Region,8598
South Moravian Region,16815
Unknown,≤100
Vysočina Region,5261
Zlín Region,6830
Ústí nad Labem Region,10243
