Location name,Amount spent (JPY)
Aichi Prefecture,33990
Akita Prefecture,2725
Aomori Prefecture,3941
Chiba Prefecture,30928
Ehime Prefecture,4356
Fukui Prefecture,2827
Fukuoka Prefecture,50940
Fukushima Prefecture,5543
Gifu Prefecture,6197
Gunma Prefecture,6983
Hiroshima Prefecture,9297
Hokkaido,21215
Hyōgo Prefecture,23317
Ibaraki Prefecture,9201
Ishikawa Prefecture,4218
Iwate Prefecture,6645
Kagawa Prefecture,5233
Kagoshima Prefecture,4257
Kanagawa Prefecture,55561
Kumamoto Prefecture,7263
Kyoto Prefecture,16722
Kōchi Prefecture,1782
Mie Prefecture,6271
Miyagi Prefecture,14016
Miyazaki Prefecture,3166
Nagano Prefecture,6475
Nagasaki Prefecture,5188
Nara Prefecture,5435
Niigata Prefecture,5985
Okayama Prefecture,8602
Okinawa Prefecture,12296
Osaka Prefecture,48575
Saga Prefecture,4038
Saitama Prefecture,27626
Shiga Prefecture,5529
Shimane Prefecture,1794
Shizuoka Prefecture,13113
Tochigi Prefecture,5369
Tokushima Prefecture,1973
Tokyo,92722
Tottori Prefecture,1556
Toyama Prefecture,2676
Unknown,≤100
Wakayama Prefecture,3255
Yamagata Prefecture,3087
Yamaguchi Prefecture,4413
Yamanashi Prefecture,3351
Ōita Prefecture,5587
