Location name,Amount spent (CHF)
Aargau,412
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,348
Basel-Landschaft,146
Bern,654
Canton of Geneva,680
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,299
Fribourg,248
Graubünden,115
Jura,≤100
Luzern,994
Neuchâtel,159
Schaffhausen,≤100
Schwyz,≤100
Solothurn,164
Thurgau,168
Ticino,126
Unknown,≤100
Uri,≤100
Valais,262
Vaud,572
Zug,≤100
Zürich,1333
