Location name,Amount spent (ARS)
Buenos Aires,1974815
Catamarca,83846
Chaco,809644
Chubut,166945
Ciudad Autónoma de Buenos Aires,574523
Corrientes,527301
Córdoba,3481556
Entre Rios,191462
Formosa,184068
Jujuy,179571
La Pampa,49966
La Rioja,36998
Mendoza,991877
Misiones,71900
Neuquén,92022
Río Negro,67966
Salta,103451
San Juan,137411
San Luis,541325
Santa Cruz,98805
Santa Fe,948816
Santiago del Estero,49387
Tierra del Fuego,26094
Tucuman,430265
Unknown,147
