Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,1053,2
292074670808351,Frente Amplio,Frente Amplio,695,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,262,1
100695741925657,Juan Pablo Rocca Selgas,Juan Pablo Rocca Selgas,249,1
339506493370193,Richard Sander,Richard Saul Sander Darín,206,5
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,194,3
102652064888705,REDUY.net,REDUY,171,1
31121558686,BBVA Careers,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,2
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,2
