Location name,Amount spent (NOK)
Akershus,4843
Aust-Agder,643
Buskerud,2045
Finnmark,583
Hedmark,1052
Hordaland,3536
Møre og Romsdal,1878
Nord-Trøndelag,931
Nordland,1434
Oppland,1048
Oslo,14404
Rogaland,3039
Sogn og Fjordane,665
Sør-Trøndelag,5651
Telemark,927
Troms,1129
Unknown,≤100
Vest-Agder,1439
Vestfold,1475
Østfold,1726
