Location name,Amount spent (PKR)
Azad Kashmir,759
Balochistan,2162
Federally Administered Tribal Areas,433
Gilgit-Baltistan,391
Islamabad Capital Territory,4417
Khyber Pakhtunkhwa,7044
Punjab,35614
Sindh,14894
Unknown,≤100
