Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,27093,1
182652761279,Fracción Liberación,Fracción Liberación,16256,1
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,11070,1
123191400766960,Incubadora +Cr,+Costa Rica,9499,2
158545737536838,Municipalidad de Escazú,Municipalidad de Escazú,6678,1
102084562479533,Digital506,Digital506,2992,3
345453412817981,Diego Gomez,These ads ran without a disclaimer,2338,1
265843867173714,La Revista,La Revista,1715,1
161538647202796,David Segura - Diputado,David Segura - Diputado,1489,2
170997769978181,Distribuidora Costa Del Sol,These ads ran without a disclaimer,1084,1
118979991211149,Progreso Guatuso,Progreso Guatuso,988,1
106950715510480,Luciana Ponce,These ads ran without a disclaimer,358,5
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,303,1
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,297,1
442223126603860,Upala Avanza,Upala Avanza,162,5
114217998201885,Carlos Sequeira,Carlos Sequeira,≤100,2
109226351931340,Jimena Gonzalez,These ads ran without a disclaimer,≤100,2
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,2
110415024779810,the_caribbean_zone,These ads ran without a disclaimer,≤100,1
110522962130844,Carlos García,These ads ran without a disclaimer,≤100,1
103736139244309,Coach Mercedez Lerne,These ads ran without a disclaimer,≤100,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
113224571601559,Lectura obligada,These ads ran without a disclaimer,≤100,2
103064252668045,Ingees01,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
106170864917317,Aprende y emprende con tus manos,These ads ran without a disclaimer,≤100,1
