Location name,Amount spent (CLP)
Antofagasta Region,62540
Araucanía Region,83254
Arica y Parinacota Region,53814
Atacama Region,22523
Aysén Region,11017
Bío Bío Region,178628
Coquimbo Region,193396
Los Lagos Region,88960
Los Ríos Region,34252
Magallanes y la Antártica Chilena Region,17763
Maule Region,86488
O'Higgins Region,76554
Santiago Metropolitan Region,525509
Tarapacá Region,29104
Unknown,≤100
Valparaíso Region,120555
