Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,6332,20
107217383988190,מגזין אפוק,Epoch Magazine,4887,85
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,2467,10
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,2343,8
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,2199,51
115456451553737,יונה יהב,יונה יהב,1900,5
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1508,8
500238833397356,ציפי ברנד,ציפי ברנד,1199,20
124191360932729,התעוררות בירושלים,התעוררות בירושלים,1128,19
1662907067255622,איגוד הגז הטבעי,Unik,1106,4
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1086,37
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,1025,8
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1023,2
112169951926386,אלון רוזן,אלון רוזן,1019,2
1073548259341247,לובי 99,לובי 99,1009,5
204780362875106,מקור ראשון,מקור ראשון,1006,48
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,988,9
109523830757998,דמוקרטtv,דרכנו,974,4
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,950,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,934,5
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,866,16
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",845,12
219091481560790,מרים פיירברג - איכר,נתניה אחת,796,3
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,771,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",766,22
231854074020198,יחד בראשות עדי פרילינג אנקורי,יחד בראשות עדי פרילינג אנקורי,680,2
281777035357977,איתמר בן גביר,איתמר בן גביר,671,1
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,646,5
1694881230559425,אבירם דהרי,אבירם דהרי,619,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,612,13
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,611,2
256546887847232,עיריית רמת גן,עיריית רמת גן,609,3
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,599,5
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,599,1
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,579,5
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,567,12
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,552,5
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,551,7
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,544,1
108220028402956,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,543,2
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,542,2
125126963820139,סיעת רק-ביחד,רז קינסטליך- בחירות לראשות עיריית ראשל״צ,537,5
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,534,3
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,518,4
104222621115858,הביטחוניסטים,הביטחוניסטים,517,12
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,487,1
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,486,4
117177111377152,Шломи Лахьяни,שלומי לחיאני,475,1
104404418153739,דנית ברביבאי,דנית ברביבאי,470,3
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,461,6
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,451,29
678348175524845,"עו""ד טל אליהו - איתי חדרה מנצחת","עו""ד טל אליהו - יחד למען חדרה",446,5
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,426,5
104020512761050,أجا الوقت,Standing Together,425,2
124894077550811,ישראל חופשית,ישראל חופשית,425,6
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,404,5
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,403,12
546024288762312,"ד""ר יחיאל לסרי","ד""ר יחיאל לסרי",402,3
157376104309842,מרצ הרצליה,מרצ הרצליה,393,6
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,386,3
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,377,20
536667660149293,מתן כהנא Matan Kahana,מתן כהנא Matan Kahana,368,1
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,363,9
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,345,6
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,341,10
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",336,3
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",335,13
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",332,7
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,327,10
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,321,2
137449656335533,Amnesty International Israel,Amnesty International Israel,320,13
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,319,11
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,317,1
