Location name,Amount spent (USD)
Bandundu,≤100
Bas-Congo,≤100
Equateur,≤100
Kasai-Oriental,≤100
Katanga,≤100
Kinshasa,≤100
Nord-Kivu,≤100
Orientale,≤100
Sud-Kivu,≤100
