Location name,Amount spent (EUR)
Attica (region),1766
Central Greece (region),139
Central Macedonia,691
Crete,406
Eastern Macedonia and Thrace,119
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),141
Southern Aegean,≤100
Thessaly,198
Unknown,≤100
Western Greece,184
Western Macedonia,≤100
