Location name,Amount spent (CZK)
Central Bohemian Region,4747
Hradec Králové Region,2340
Karlovy Vary Region,1302
Liberec Region,1623
Moravian-Silesian Region,4452
Olomouc Region,4327
Pardubice Region,1834
Plzeň Region,4098
Prague,11865
South Bohemian Region,3931
South Moravian Region,10757
Unknown,367
Vysočina Region,1661
Zlín Region,1983
Ústí nad Labem Region,4730
