Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,16271,4
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,9569,27
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,5827,4
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,5727,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,4158,5
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,3926,2
41445084925,Röskva - stúdentahreyfing,Röskva - stúdentahreyfing,3372,3
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,3170,2
165630723862615,Andríki,Andríki,1892,1
154893001218870,ADHD samtökin,ADHD samtökin,1852,5
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,1657,1
128854307193614,Landsvirkjun,Landsvirkjun,1427,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1368,3
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,1195,4
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1193,1
106979180938014,Samstöðin,Samstöðin ehf,864,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,782,3
105986171646268,Diljá Mist,Diljá Einarsdóttir,703,1
109562720823279,CGTN Sports Scene,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
102393821206111,RainKiss,These ads ran without a disclaimer,≤100,1
106190745640983,MrSilly,These ads ran without a disclaimer,≤100,1
113059061701822,MarketCamp 26,These ads ran without a disclaimer,≤100,1
