Location name,Amount spent (BRL)
Acre (state),837
Alagoas,2602
Amapá,897
Amazonas,4199
Bahia,14210
Ceará,9061
Espírito Santo,5899
Federal District,3474
Goiás,5885
Maranhão,6588
Mato Grosso,3824
Mato Grosso do Sul,3073
Minas Gerais,24197
Paraná,12230
Paraíba,3643
Pará,8452
Pernambuco,8597
Piauí,2952
Rio Grande do Norte,3963
Rio Grande do Sul,15606
Rio de Janeiro (state),19928
Rondônia,2206
Roraima,804
Santa Catarina,10046
Sergipe,1920
São Paulo (state),53423
Tocantins,1331
Unknown,≤100
