Location name,Amount spent (USD)
Azuay Province,1382
Bolívar Province,160
Carchi Province,127
Cañar Province,267
Chimborazo Province,444
Cotopaxi Province,339
El Oro Province,1123
Esmeraldas Province,509
Galápagos Province,≤100
Guayas Province,4757
Imbabura Province,490
Loja Province,621
Los Ríos Province,1072
Manabí Province,2468
Morona-Santiago Province,221
Napo Province,117
Orellana Province,145
Pastaza Province,150
Pichincha Province,4561
Santa Elena Province,390
Santo Domingo de los Tsáchilas Province,1247
Sucumbíos Province,211
Tungurahua Province,869
Unknown,≤100
Zamora-Chinchipe Province,202
