Page ID,Page name,Disclaimer,Amount spent (LSL),Number of ads in Library
113677854987876,"Moruo,Khoebo le Tsoelopele",These ads ran without a disclaimer,≤100,1
103850622715863,tendo12,These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,2
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,1
