Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
100803923050176,Play two,These ads ran without a disclaimer,7536,2
161651553861945,Amnesty International Thailand,Amnesty International Thailand,4166,3
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,2440,3
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,2437,5
114880611473754,Nutri Diabet Gold - เเพจจำหน่ายนมไทยแท้,These ads ran without a disclaimer,2367,2
266172157730,คนค้นฅน,คนค้นฅน,1777,4
115496146572483,เขารูปช้างพลังใหม่,เขารูปช้างพลังใหม่,1282,3
101769612689689,Emperor CASH,These ads ran without a disclaimer,1180,1
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,981,4
106664485191987,EDGE Invest,EDGE Invest,959,3
546416699215073,ห้องสื่อครูคอม,Krisada Khamma,807,1
368356080442700,กำนันพงษ์ศักดิ์ จ่าแก้ว - คนรักสุราษฎร์,Chadapon Maksuwan,598,2
1551751431783222,The Momentum,The Momentum,522,3
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Suksan Booran,509,1
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,499,1
372491272866498,Otpthailand,Otpthailand,497,4
112017071908382,ปอเจริญวิศว์ โสมวงษ์-ปอ เบอร์ 2,Pocharoenwit Somawong,470,1
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,437,4
115286638116036,Klam-pu story,These ads ran without a disclaimer,420,1
480222865705980,สรรเพชญ บุญญามณี,สรรเพชญ บุญญามณี,404,3
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,360,4
110325275488,efinanceThai,efinanceThai,323,1
365923533756876,Kleens อกไก่ปั่น,สันตยุต ทองวิลาศ,316,1
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,308,42
257083724467673,ยุทธพล  อังกินันทน์,ยุทธพล อังกินันทน์,283,1
972019486321939,บู้ จเด็ศ จันทรา,จเด็ด จันทรา,269,3
105838817755256,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,268,2
100385865858225,D-vote,These ads ran without a disclaimer,265,8
105141228004788,Beadsdebeads,These ads ran without a disclaimer,241,1
