Location name,Amount spent (TRY)
Adana Province,4876
Adıyaman Province,347
Afyonkarahisar Province,4833
Aksaray Province,2133
Amasya Province,204
Ankara Province,21009
Antalya Province,6363
Ardahan Province,259
Artvin Province,431
Aydın Province,1963
Ağrı Province,573
Balıkesir Province,3236
Bartın Province,186
Batman Province,332
Bayburt Province,≤100
Bilecik Province,205
Bingöl Province,217
Bitlis Province,458
Bolu Province,266
Burdur Province,15009
Bursa Province,2713
Denizli Province,4012
Diyarbakır Province,845
Düzce Province,717
Edirne Province,950
Elazığ Province,665
Erzincan Province,203
Erzurum Province,1134
Eskişehir Province,1980
Gaziantep Province,1827
Giresun Province,2917
Gümüşhane Province,349
Hakkâri Province,≤100
Hatay Province,2483
Isparta Province,2815
Istanbul Province,34451
Iğdır Province,191
Kahramanmaraş Province,961
Karabük Province,411
Karaman Province,668
Kars Province,324
Kastamonu Province,1504
Kayseri Province,1690
Kilis Province,≤100
Kocaeli Province,1286
Konya Province,4696
Kütahya Province,1258
Kırklareli Province,742
Kırıkkale Province,6558
Kırşehir Province,566
Malatya Province,984
Manisa Province,3493
Mardin Province,397
Mersin Province,5446
Muğla Province,1264
Muş Province,317
Nevşehir Province,807
Niğde Province,1657
Ordu Province,3467
Osmaniye Province,2102
Rize Province,1264
Sakarya Province,449
Samsun Province,1574
Siirt Province,≤100
Sinop Province,698
Sivas Province,1266
Tekirdağ Province,3902
Tokat Province,462
Trabzon Province,5885
Tunceli Province,243
Unknown,≤100
Uşak Province,4870
Van Province,887
Yalova Province,329
Yozgat Province,902
Zonguldak Province,2737
Çanakkale Province,1968
Çankırı Province,296
Çorum Province,789
İzmir Province,5099
Şanlıurfa Province,1315
Şırnak Province,244
