Location name,Amount spent (TRY)
Adana Province,12404
Adıyaman Province,1223
Afyonkarahisar Province,2935
Aksaray Province,9270
Amasya Province,1895
Ankara Province,53943
Antalya Province,19000
Ardahan Province,4814
Artvin Province,5408
Aydın Province,9880
Ağrı Province,968
Balıkesir Province,6890
Bartın Province,2261
Batman Province,1952
Bayburt Province,328
Bilecik Province,896
Bingöl Province,484
Bitlis Province,639
Bolu Province,1458
Burdur Province,1332
Bursa Province,11599
Denizli Province,6125
Diyarbakır Province,3478
Düzce Province,2025
Edirne Province,986
Elazığ Province,1609
Erzincan Province,4449
Erzurum Province,2045
Eskişehir Province,7727
Gaziantep Province,9581
Giresun Province,4001
Gümüşhane Province,515
Hakkâri Province,280
Hatay Province,3697
Isparta Province,2876
Istanbul Province,184519
Iğdır Province,427
Kahramanmaraş Province,2609
Karabük Province,3739
Karaman Province,1122
Kars Province,8466
Kastamonu Province,8550
Kayseri Province,6348
Kilis Province,1253
Kocaeli Province,10166
Konya Province,13739
Kütahya Province,2305
Kırklareli Province,1685
Kırıkkale Province,1572
Kırşehir Province,1695
Malatya Province,1999
Manisa Province,8063
Mardin Province,2236
Mersin Province,22584
Muğla Province,4169
Muş Province,427
Nevşehir Province,1048
Niğde Province,3018
Ordu Province,4807
Osmaniye Province,2545
Rize Province,2400
Sakarya Province,2897
Samsun Province,8435
Siirt Province,706
Sinop Province,2121
Sivas Province,2800
Tekirdağ Province,4924
Tokat Province,3532
Trabzon Province,4159
Tunceli Province,160
Unknown,≤100
Uşak Province,6219
Van Province,1662
Yalova Province,847
Yozgat Province,2178
Zonguldak Province,9659
Çanakkale Province,2813
Çankırı Province,2414
Çorum Province,2087
İzmir Province,21628
Şanlıurfa Province,7823
Şırnak Province,874
