Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1750000
Apure,102500
Aragua,1000000
Barinas,1646941
Bolívar (state),250000
Capital District,3051963
Carabobo,4304984
Cojedes,80000
Delta Amacuro,15000
Falcón,219999
Guárico,157499
Lara,2250000
Miranda (state),750000
Monagas,1500000
Mérida,2000000
Nueva Esparta,≤100
Portuguesa,219999
Sucre,144999
Trujillo,250000
Táchira,2000000
Vargas,162499
Yaracuy,179999
Zulia,5459979
