Location name,Amount spent (VEF)
Amazonas,2754
Anzoátegui,560832
Apure,122695
Aragua,552730
Barinas,532771
Bolívar (state),574595
Capital District,2858657
Carabobo,1346915
Cojedes,14495
Delta Amacuro,4752
Falcón,527927
Guárico,281697
Lara,559002
Miranda (state),542443
Monagas,283185
Mérida,540295
Nueva Esparta,269456
Portuguesa,545449
Sucre,30341
Trujillo,277989
Táchira,808924
Vargas,128513
Yaracuy,291513
Zulia,4681559
