Location name,Amount spent (NOK)
Akershus,7789
Aust-Agder,1289
Buskerud,3223
Finnmark,872
Hedmark,1972
Hordaland,6791
Møre og Romsdal,3090
Nord-Trøndelag,1249
Nordland,2614
Oppland,1858
Oslo,21932
Rogaland,4579
Sogn og Fjordane,1008
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4993
Telemark,2981
Troms,2145
Unknown,≤100
Vest-Agder,2751
Vestfold,3365
Østfold,4067
