Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
160823460655497,Lianhe Zaobao 联合早报,Lianhe Zaobao 联合早报,895,25
219541704832846,National Reading Movement,National Reading Movement,645,5
129011692114,The Straits Times,The Straits Times,515,30
108973843175,WWF-Singapore,WWF – World Wide Fund for Nature (Singapore),282,10
626687907492630,MOSG,Millennials of Singapore,184,1
365481993536188,TAFEP Tripartite Alliance for Fair and Progressive Employment Practices,TAFEP,≤100,18
359422924132462,Children's Cancer Foundation,"Phua Min Jiang, Dennison",≤100,18
101963408923046,Real Estate Insight,Sim Hanwen,≤100,6
256953359544240,ExxonMobil Singapore,ExxonMobil,≤100,2
1485486608381824,Singapore Chinese Cultural Centre 新加坡华族文化中心,Singapore Chinese Cultural Centre,≤100,2
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,3
180428105317060,Singapore Management University,These ads ran without a disclaimer,≤100,2
107438165051346,Singapore One,These ads ran without a disclaimer,≤100,2
107219868780189,SG.TL 12,These ads ran without a disclaimer,≤100,3
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,4
159010477454066,Lotus On Water ｜ 云龙子旺财馆,These ads ran without a disclaimer,≤100,1
103148025357949,Château de Malengin,These ads ran without a disclaimer,≤100,1
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
105640164784251,Singapore United Party,Zhu Laicheng,≤100,1
590406361436172,玉華古佛論因果,These ads ran without a disclaimer,≤100,1
571956836171870,Carlo Tedesco Showroom,These ads ran without a disclaimer,≤100,1
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
855039231316881,Noteabley,These ads ran without a disclaimer,≤100,1
317156988374684,Inmarsat,These ads ran without a disclaimer,≤100,1
559757160829105,ASEFEdu,These ads ran without a disclaimer,≤100,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,5
