Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
141870402543282,AK Parti,Ak Parti,71120,6
76599755300,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,37642,6
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,33916,32
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),18676,52
373938392217,AK PARTİ ANKARA İL BAŞKANLIĞI,AK PARTİ ANKARA İL BAŞKANLIĞI,17871,5
462963834529864,Levent Uysal,Levent Uysal,16024,12
107621395263001,Bilge Yılmaz,Bilge Yılmaz,15806,17
510344522371733,Oy ve Ötesi,Oy ve Ötesi,14189,8
497191817041688,Erdoğan Gönüllüleri,Woo Medya ve Organizasyon Ltd Şti,11030,18
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,9892,22
362110253924146,Hasan Tahsin Usta,Gaziosmanpaşa Belediyesi,9036,3
877839188967827,Büyük Türkiye,Adem Demirkol,7998,13
1807684336017268,Rıdvan Eşin,Gökhan Öztürk,7057,8
294889615437,Sinan Oğan,Sinan Oğan,6636,4
176338225842984,Yeşil Sol Parti,Yeşil Sol Parti,4920,20
2349136915368127,Yiğit Karakış,Yiğit Karakış,4329,2
255216477892758,CHP Ankara İl Başkanlığı,Anıl Can Arslan,4269,13
106914705713682,Elvan Işık Gezmiş,Elvan Gezmis,3888,13
102911415086731,Ömer Yazıcıoğlu,Ömer Yazıcıoğlu,3790,1
319726958236378,Turan Yaldır,Turan Yaldır,3256,18
105377837597506,Gonya TV,Osman Avci,3143,7
114242991638875,Nedenoyvereyim,Neden Oy Vereyim,3102,5
105372312520215,Levent Yenilmez - Şanlıurfa Bağımsız Milletvekili Adayı,Levent Yenilmez,2899,20
1998130653848755,Ramazan Kaşlı  MHP Aksaray Milletvekili,Ramazan Kaşlı  MHP Aksaray Milletvekili,2853,45
804210899660885,Ahmet Katar,Ahmet Katar,2805,14
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,2755,5
118519987873082,Nebi Hatipoğlu,Orangefox Agency,2715,7
461639080653445,Ayhan Gider,Levent Yener,2638,5
108107585034488,Bahadır Erdem,Bahadır Erdem,2508,5
112522241798358,Muhammed Fatih Dağlıoğlugil,Muhammed Fatih Dağlıoğlugil,2261,4
723113807768777,Hasan Eryılmaz,Deniz Guner,2167,6
110583012013543,smatip1_aryayahayatol,These ads ran without a disclaimer,2035,1
851556338241562,Ayşen Kurt,Ayşen Kurt,1955,5
122089247452746,Osman Seçgin,Osman Avci,1838,5
528071707564813,Uğurhan Tiryaki,Uğurhan Tiryaki,1815,4
196374208371,ALİ KESKİNKILIÇ,Ali Keskinkılıç,1758,11
172312959454958,Mustafa Sarıgül,Mustafa Sarıgül,1722,3
115213624871864,Bahadır Bumin Özarslan,Halil Ibrahim Yilmaz,1665,18
1930475813747433,Anket Araştırma Merkezi,Rukiye Şeyma Aydın,1548,23
101316846258251,İbrahim Şenel,Ibrahim Şenel,1498,8
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1360,16
364129684334540,Yılmaz İLHAN,Yılmaz İLHAN,1299,10
459314071262613,Zeynettin Aydın,Zeynettin Aydın,1298,11
504901456292964,Tahsin Ocaklı,Tahsin Ocaklı,1295,10
119873261054063,Hayriye Aydın,Hayriye Aydın,1280,13
442270952898050,Ahmet Sel,Ahmet Sel,1214,1
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,1189,3
1652655528320877,Emre Yılmaz,Emre Yılmaz,1166,4
117838861275362,Fahrettin Tuğrul,Fahrettin Tuğrul,1103,16
2038469613118937,Mustafa Zavlak,Mustafa Zavlak,1080,31
102095934751904,Deva Partisi,Deva Partisi,1049,2
378633122196492,Lutfullah Kayalar,Serhan Kayalar,987,10
101519926236417,Mustafa Akın,Mustafa Akın,987,6
106257739113036,Yudum Kaşıkçı,Yudum Kaşıkçı,987,4
674523449330207,Yavuz Aydın,Yavuz Aydin,987,9
100747092360982,ferhatiscimen,Ferhat Işçimen,987,2
105915341216004,Mesut Nur,Mesut Nur,987,13
153092148868180,Ayşe Sibel Yanıkömeroğlu,Ayşe Sibel Yanıkömeroğlu,984,8
326363220894548,Nail Çiler,Nail Çiler,984,9
1002521723283648,Ayhan Kınden,Ayhan Kınden,984,5
246776586058174,Eyyup Yıldız,Eyyup Yıldız,979,3
466041427161963,ERSİN BEYAZ,Ersin Beyaz,979,5
625595944453722,Ali Abbas Ertürk,Ali Abbas Erturk,979,5
772187612859346,Erkan Haberal,Erkan Haberal,978,4
122362084136699,evrimbalbaloglu,Evrim Balbaloglu,975,5
111753155224790,Av Mehmet Kırmacı,Mehmet Kırmacı,975,3
104606505943488,Bilal Bilici,Bilal Bilici,975,2
842962915908391,Seçim Oyunu,Mustafa Mete Fisunoglu,959,1
350156169488363,KADEM METE,KADEM METE,946,9
273568980163535,Serdar Soydan MHP,Tasarım Medya Reklam,941,5
106826915720130,Özgür Erdem İncesu,Gökay Şahindokuyucu,920,7
289270345073936,İsmail Hakkı Bakır,İsmail Hakkı Bakır,916,5
109407151806354,İsmail İnlidere,Ismail Inlidere,914,5
105797409159485,Sururi Çorabatır,Idecon Etkinlik Yönetimi Reklam Medya İletişimi ve Danışmanlık Tic. Ltd. Şti,877,11
111887268543713,Fatih Meşe,Abdürrahim Kır,871,3
2037050303009041,Abdullah Karapıçak,Abdullah Karapıçak,833,2
188735457815836,Emekçi Hareket Partisi (EHP),Emekçi Hareket Partisi,826,2
116356958083849,Prof. Dr. Abdurrahman BAKIR,Mehmet Gazi Arslan,822,3
117508271301281,Av. Cemil Yavuz Aksu,Tasarım Medya Reklam,805,6
439268549551900,Ulaş Karasu,Ulaş Karasu,794,17
106534895734837,Mehmet Emin Önal,Mehmet Emin Önal,786,8
103965639335616,Var mısın Antalya?,Faruk Islek,770,1
115689658163861,Hakan Öztürk,Özge Akman,765,3
191902777500324,OTAG TV,Levent Açıkgöz,760,3
104555602151780,Ebrar Nura Umutol,Emrah Bilaloglu,745,1
393451251137056,Pelin Yılık,Tasarım Medya Reklam,705,3
219895681531374,İbrahim Ethem Sedef,Kenan Filik,677,9
704507633271313,Bülent Şükrü Altınışık,Batuhan Efe Öner,672,15
111579745240906,Turan Yıldırım,Turan Yıldırım,667,5
108167978922367,Arif Yılmaz,Arif Yılmaz,666,6
114824293604025,Av. Yavuz Kuzucu,Batuhan Efe Öner,658,4
111743906915630,Ekrem Gökay Yüksel,Ekrem Gökay Yüksel,656,2
109797878715416,Av. Mustafa ABAK,Ali Çakmakcı,649,3
111753808519893,Murat Kotra,Murat Kotra,639,2
105281861303439,Orhan Kılıç Sayfası,These ads ran without a disclaimer,626,1
117158094660203,Fahri Özkan,Fahri Özkan,625,17
562524437154765,Yusuf Ziya Aldatmaz,Yusuf Ziya Aldatmaz,623,2
103258565072396,Turhan Kalaycı,Turhan Kalaycı,623,2
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,613,7
283345415854103,Necip Topuz,Karataş Belediyesi,610,16
114079334979839,Sibel Suiçmez,Sibel Suiçmez,609,2
839363442860590,Dr. Mustafa Canbey,Mustafa Canbey,580,5
1598524763796358,CHP Bayraklı İlçe Örgütü,CHP Bayraklı İlçe Örgütü,574,13
101266518683104,Büyük Birlik Partisi Erzurum İl Başkanlığı,Yakup Demir,569,13
115775001476010,Bilal Saygılı,Muhammet Bilal Saygılı,568,4
902366576453802,Servet Mullaoğlu,Servet Mullaoğlu,555,10
2046352065625409,Adnan BEKER,Rolof,546,2
102841632670929,Türkiye Gönüllüleri,Türkiye Gönüllüleri,521,59
106977872374373,İsmail Aybars AKSOY,Aybars Aksoy,518,6
105048025902614,Ahmet Fethan Baykoç,Woo Medya ve Organizasyon Ltd Şti.,513,1
101742219570110,Reis Reisoğlu,Servet Törer,507,5
117369164656197,Mehmet Par,Mehmet Par,505,1
111026490765263,Dünyanın Sesi,Dünyanın Sesi,501,1
813910878738510,CHP Gaziantep İl Başkanlığı,Servet Törer,499,8
101579449561816,Harun ALGÜL,Harun Algül,492,9
