Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1730388,58
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,1305042,69
108145258869282,Por amor a Salta,Por Amor a Salta,716651,36
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,530542,72
113781658634572,Gustavo Sáenz,Gustavo Sáenz,288064,12
129799846687423,Levantémonos,Levantemonos,265274,39
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,214836,9
101185972235145,PJ La Pampa,Partido Justicialista La Pampa,200262,19
101321286190410,Avancemos Salta,Avancemos Salta,198086,54
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,195752,8
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,188158,57
359514447487972,Martín Arjol,Martín Arjol,172724,26
174876119204869,Martín Insaurralde,Frente de Todos Lomas,164985,4
2000063456707351,Sole Balán,Dpto Creativo,160056,19
138406616275954,Marcelo Orrego,Producción y Trabajo,150515,8
680986725302906,Roberto Mirabella,Hacemos Santa Fe,118067,28
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,116103,10
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,103168,41
424702354318618,Pedro Puerta,Pedro Puerta,101914,2
189648461186976,Liliana Fellner,Liliana Fellner,97152,11
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,94462,18
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,78343,2
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,78099,18
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,77644,4
112581315023501,Carlos Sadir,Frente Cambia Jujuy,72349,4
134952823851842,CPC Colón MuniCba,municipalidad de córdoba,68102,4
103088924366000,Noticias d,Noticias d,67901,154
141472172555994,Sole Martinez,Sole Martinez,65696,15
363825283650115,Vicente López,Vicente López,61745,8
61279025897,Gerardo Morales,Gobierno De Jujuy,60098,2
102931692772697,Defendamos Santa Fe,Defendamos Santa Fe,57340,4
113962914977034,Somos FORJA,Somos Forja,55645,8
1418780111682690,Marcos Cleri,Marcos Cleri,54590,31
409843162468188,Inés Brizuela y Doria,Inés Brizuela y Doria,54482,33
142473639655550,Lucio Paz Posse,Lucio Paz Posse,52853,8
100964679318447,Gastón Caballero,Misiones por el Cambio,51742,1
224143214809992,Luciano di Nápoli,Luciano di Nápoli,49898,14
110746414660916,Lomas Noticias,Lomas Noticias,47052,1
296099692189532,Martin Menem,Martin Menem,46995,14
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,45624,15
107029238090602,Rodolfo Tecchi,Jujuy tiene Futuro,44853,2
101835199221060,Jorge Andrés Difonso,Jorge Andrés Difonso,44493,6
622853724492420,Federico Otermín,Frente de Todos Lomas,43346,1
171330806277312,Diego Santilli,Instituto República,41588,36
353492111467605,Julio Garro,Land,41187,8
1642712085944827,Alejandro Vilca,Frente de Izquierda,40859,11
2257336131186551,Noticias HOY,Gaceta Bonaerense,39914,5
947520791967929,Claudio Poggi,Claudio Poggi,39321,8
139278336273596,Diario Impacto Salta Ok,Diario Impacto Salta Ok,39250,7
110079031997390,Con Larreta,Con Larreta,39105,52
121862207487348,La Ciudad Que Queremos,La ciudad que queremos,36941,8
118736245504093,TOTI  Intendente,Toti Intendente,36658,18
112049281793676,Luis Giraudo,Luis Giraudo,35245,8
102931692772697,Defendamos Santa Fe,These ads ran without a disclaimer,35050,6
149721655226597,Oscar Cachi Martinez,Oscar Martínez,32901,1
466348693434886,El Analista de Salta,El Analista de Salta,31396,8
406037676834793,Gaceta Bonaerense,Gaceta,30796,4
102858281496444,Argentinos hoy,Argentinos hoy,30719,5
327490147360219,Martín Berhongaray,Primero La Pampa,30615,11
104856199182046,Gato Fernández,Gato Fernández,30239,2
896073793900056,Lalo Creus,Lalo Creus,29884,2
113976958273258,Activar Oberá,Activar Oberá,29367,2
551027964955087,Julio César Martinez,Julio Cesar Martinez,29031,4
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,28507,29
109651888731321,Juan José Laudin,Juan José Laudin,27622,10
420724655175395,Cristian Mayal,Cristian Mayal,27019,17
1445804622410982,Marcos Urtubey,Marcos Urtubey,26402,3
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,26378,21
161768683835555,Municipio de La Matanza,Municipio de La Matanza,25931,7
525334380868858,Martín Lousteau,Martín Lousteau,25105,37
1036346516378196,Nadir Yasuff,Nadir Yasuff,24190,15
245511783066904,Matías Sebely,Matias Sebely,23902,4
106277608413948,Felipe Biella,Salta Independiente,23620,6
289594974509402,Senado BA,Senado BA,23174,6
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,22469,16
546669442064267,Martiniano Molina,Martiniano Molina,22450,5
427271967380241,Lucas Delfino,Juntos,22432,10
