Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
104211439033799,Jagane Kavali,Jagane Kavali,49393,96
375554899138007,Maharashtra DGIPR,Maharashtra DGIPR,41844,29
1762674497304794,R V Deshpande,R V Deshpande,36165,124
200480966638039,Supremacy 1914,These ads ran without a disclaimer,31082,2
104516512296314,Kartikeya Sharma,Kartikeya Sharma,27239,75
107395897271506,Kutumb,Swatantra Verma,25250,38
349222085840969,Youth in Politics,Indian Political Action Committee,25218,31
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,24658,1
109470364774303,Ellorum Nammudan,Ellorum Nammudan,23369,152
404746486258732,Project Nanhi Kali,Project Nanhi Kali,19805,19
30290552843,Greenpeace India,Greenpeace Environment Trust,18733,145
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,17218,24
121286457901626,AIMA,All India Management Association,16047,3
114552704834271,Hullalli Suresh Balaga - ಹುಲ್ಲಳ್ಳಿ ಸುರೇಶ್ ಬಳಗ,Sai Kiran,11989,6
111527528465749,Rao Prem Singh,Rao Prem Singh,11369,3
107567748879463,Surendra Saraf,Surendra Saraf,11106,8
206810882806875,Samvada ಸಂವಾದ,Samvada ಸಂವಾದ,10698,19
100907784722781,QR 678,QR 678,10487,10
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,10440,28
114233898263244,Indian Compass Videos,theindiancompass.com,10429,71
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),10420,48
108080828884036,Gehlot Phir Se,DesignBoxed,9279,7
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),8826,5
330760810293224,HelpAge India,HelpAge India,8216,11
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,7928,14
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,7639,59
113364544766243,Congress Kallekai - ಕಾಂಗ್ರೆಸ್ ಕಳ್ಳೇಕಾಯ್,CongressKallekai.com,7638,5
102379519139483,जल जीवन मिशन महाराष्ट्र,जल जीवन मिशन महाराष्ट्र,7295,22
132309676835568,Lokmat,Pranoti Vasant Dalvi,6487,4
411129449009589,K.C. Venugopal,K.C. Venugopal,6451,48
101284456085904,Team Jagananna,Team Jagananna,6201,10
103782051383159,School of Politics,School of Politics,6067,22
1598548487048992,Basavaraj Bommai,Basavaraj Bommai,5899,30
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,5876,4
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,5848,45
109354741887336,Youth For Udhay Anna,Youth For Udhay Anna,5717,8
112952941626423,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,ನಿಮ್ಮ ಸಿದ್ದಾರ್ಥ ಸಿಂಗ್,5649,6
479998865355592,Aditya Birla Group,Aditya Birla Group,5350,2
179374318807001,Hyundai India,These ads ran without a disclaimer,5220,1
103370585969591,Baghel ka Bharosa,Baghel Ka Bharosa,5040,17
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,5018,5
660701490616135,Adani Electricity,These ads ran without a disclaimer,5000,1
21169267101,Give,Give,4969,1
168108886585073,Sustainable Energy for All,These ads ran without a disclaimer,4931,1
438732172878624,Aravind Limbavali,Aravind Limbavali,4859,5
449378495112356,Swades Foundation,Swades Foundation,4374,11
270004953755495,Murji Patel,Our Dreamwork,4326,16
253882521658554,Dr Somya Gurjar,Rajesh Goutam,4257,4
107501421446303,Ramalingappa,Ramalingappa Ramalingappa,4134,4
106461617679070,Meta,Facebook Inc.,4120,1
113125761613615,Namma CM Bommai,Kiran A,4116,12
113125761613615,Namma CM Bommai,Manjunath N,4113,9
30290552843,Greenpeace India,Greenpeace India Society,4080,2
220803731286272,Panasonic India,Amit Chauhan,4072,3
132689140088396,smilefoundation,smilefoundation,4054,7
797927846899300,Flag Foundation of India,Flag Foundation of India,4012,4
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,3799,2
165714096933078,Piyush Goyal,Piyush Goyal,3769,2
110555385263382,Jaagta Jammu,jaagtajammu.com,3747,16
332868817459641,Arvind Limbavali fans,Arvind Limbavali fans,3640,3
270666596375251,Jhatkaa.org,Jhatkaa.org,3604,10
811330598995413,Jagadeesh Gudagunti,Kice Media,3520,4
107334185444129,Charitism Global,Charitism Global,3479,1
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3467,4
469343139809648,Rajendra Rathore,Engitech Media,3437,5
285029500623,CARE India,CARE India,3352,12
102625849396266,Jcoder,Sattar Ali,3282,1
259342814157239,Bharat Bhushan Batra,Bharat Bhushan Batra,3272,4
105791528533183,ವಿಕಾಸ ಕಾರ್ಕಳ Vikasa Karkala,Basavachetan,3173,3
102410136024947,CMJAY UTPAL,Utpal Infra project LLP,3163,2
221256415973730,Ankuram IVF,Ankuram IVF,3142,11
106090269114819,The Hope - Shobha Karandlaje,Basavachetan,3141,12
129687976696624,Proud BJP Karyakarta -Shobha Karanlaje,Basavachetan,3136,12
147699975283367,Ranajagjitsinha Patil,Trimurti Techserv Pvt. Ltd.,2993,10
107571015170952,Y M Satish,Suchan Shetty,2939,3
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),2891,46
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,2859,3
1571167366231304,Ramakant Bhargava,Saket Bhargava,2859,1
104737206546251,Rakesh k Shukla,Entertainment Chacha,2853,6
114876844892618,Sir Madam Sarpanch,Parveen,2804,3
113038175067870,ಮತ್ತೊಮ್ಮೆ ತಿಪ್ಪಾರೆಡ್ಡಿ,Raajatantra,2741,2
104719664464698,Prashasnik Gurukul,Shraddha Singh,2671,3
889810991147251,Nyamar Karbak,Nyamar Karbak,2665,2
148010855792512,HK Suresh,Sai Kiran,2629,15
103249462660090,TH Suresh Babu,Bharath Raj,2571,2
112032381598723,Bindu Bora,Amar Khandelwal,2490,3
999917373375145,VD Sharma,VD Sharma,2464,5
189271178483352,Five Lotus Indo German,Five Lotus Indo German,2425,16
105671775473178,Jan Suraaj,Jan Suraaj,2416,14
105732515817978,S P Swamy,L Vinaykumar Reddy,2378,3
117426084569698,Unfiltered Jammu Kashmir,Unfiltered Jammu Kashmir,2353,13
953600271404690,BJP Meghalaya,Bharatiya Janata Party,2339,12
375394599197605,Parvesh Sahib Singh,Dhiraj Bhardwaj,2336,7
109463145450928,Vajramooth,These ads ran without a disclaimer,2277,1
128035066864788,Yuva Matha,M Ramyalakshmi,2267,17
175171476249639,Dr. Umesh Mahabalshetti,KICE MEDIA,2216,3
110705114787995,Dr. Swapna Singh,Vijay S,2212,1
138323482894268,Taruni,Taruni,2172,4
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,2170,30
1012334315631172,Anil Firojiya,Kapil Jain,2162,3
896877060344271,Indian Political Action Committee,Indian Political Action Committee,2133,1
685881558130468,Kamal Nath,Abhay Tiwari,2129,3
104542962604530,ಭರವಸೆಯ ನಾಯಕಿ ಕುಸುಮ,Basavachetan,2111,2
102438579483971,Kusuma for RR Nagar,Basavachetan,2110,2
1826491730900559,Keshava Rajanna B,Abishek Nb,2108,28
102268026167995,We Support Kusuma,Basavachetan,2104,2
242854309081857,Hanuman Beniwal,Hanuman Beniwal,2076,1
358964791146343,TheMathCompany,TheMathCompany,2050,1
122131984855152,Dr. Debraj Shome,Dr. Debraj Shome,2039,2
100593272504732,Brand Flex : Business Post & Festival Images,These ads ran without a disclaimer,2027,9
1235786446534273,Ajeet Patil Kavhekar,Rahul Rajendra Birajdar,2025,1
104888181587151,CV Chandrashekar,CV Chandrashekar,2023,1
640369399392914,Baijayant 'Jay' Panda,Baijayant Panda,2020,2
528307847248802,Indian National Congress -  Madhya Pradesh,Abhay Tiwari,2017,5
586574801848194,Sunil Mendhe,Sharada Consultancy Services,2002,2
103925192664611,Rashtriya Arakshak Manch,Rashtriya Arakshak Manch RAM,2000,10
805526169610318,Shubhashray Housing India,shubhashray housing india,1992,5
105448911769079,ಉದಯ್ ಕೆ ಎಂ ಕದಲೂರು,Vijay S,1983,1
115222701524003,We Support Shobha Karandlaje,Basavachetan,1972,12
100579492974806,गरीबों का मोदी,गरीबों का मोदी,1971,1
129937706674391,We are with Shobha Karandlaje,Basavachetan,1968,12
102543502516426,Vibhu Bansal,Vibhu Bansal,1942,4
110861872278207,Asianet Suvarna News,Asianet Suvarna News,1915,1
101571686227986,Fans of ਦੀਪ ਸਿੱਧੂ - Deep Sidhu,Real Social,1900,8
103357492023752,Muralidhar Patil मुरली दादा पाटील,Muralidhar Patil,1887,6
922534064468145,Capt. Meenu Beniwal,Jasvinder,1886,3
100408622352310,Mohit Yadav,Mohit Yadav,1886,2
102094121175527,The Fact India,The Fact India,1875,1
171538063001636,Global Punjab TV,Navdeep Singh,1852,2
101725179390221,Jay Prakash Sharma,Jay Prakash Sharma,1793,4
306387566086726,T B Jayachandra,T B Jayachandra,1765,2
105209472211637,Voice of Andhra,Voice of Andhra,1761,3
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),1747,34
105494724815217,Mahesh Sharma,Mahesh Sharma,1740,2
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,1716,5
655922641191564,Lankesh,Paalya Lankesh Inderjit,1696,2
110132160741768,Polstrat,Polstrat Communication,1673,7
1644165492504830,Ramoji Gowda,Ramoji Gowda,1673,11
1598548487048992,Basavaraj Bommai,Adarsh Pandey,1666,44
1427338450838340,Thopudurthi Prakash Reddy,Settipalli Ravindra Reddy,1658,1
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,1633,4
117862321216853,ਸੂਝਵਾਨ ਪੰਜਾਬ - Soojhwan Punjab,Rise Solution,1625,7
100921714878083,Fan Of Sambit Patra,BOL7 Technologies Private Limited,1616,17
652657388214939,BJP Nagaland,Bharatiya Janata Party (BJP),1604,7
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,1592,14
105480588701638,The Summer News Delhi,Gagandeep Singh,1575,5
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,1546,9
1029214760481795,Asianet Newsable,Asianet Newsable,1532,1
104736419210593,PACE INDIA,PACE - PET PACKAGING ASSOCIATION FOR CLEAN ENVIRONMENT,1531,5
102307864647473,EverEve #NotaPad,These ads ran without a disclaimer,1531,3
334992293683612,Dr. Pramod Sawant,Dr. Pramod Sawant,1521,1
779924902121386,Vinod Sonkar,Yash Bagh,1505,8
100328978216424,"Fight Pollution, Not Plastics",Nitesh Singh,1503,12
102098615927130,Nam Namo - ನಮ್ ನಮೋ,karunadueesanje.com,1492,1
441249902634004,Baba Siddique,Baba Siddique,1481,5
1947296068903392,Vinay Saxena,Manish Soni,1477,2
111778141766797,Erodin  Udhay Anna - ஈரோட்டின் உதய் அண்ணா,Erodin  Udhay Anna - ஈரோட்டின் உதய் அண்ணா,1465,20
313837766031848,Kuldeep Dhankar,Rahul Singh,1454,3
424429107582290,BJP Gujarat,BJP Gujarat,1444,40
1537738593135653,MP Renukacharya,MP Renukacharya,1440,5
103567102688791,Aam Karobari,Kabir Singh Virk,1421,2
365136584238569,Shiv Deswal,Shiv Deswal,1419,3
103609511145569,Jet digital brand management,Varun Shivpuriya,1413,3
653585468018416,Ramesh Bhusanur,KICE MEDIA,1407,2
110329305336126,Saurashtra Tamil Sangamam,Saurashtra Tamil Sangamam,1402,6
347337386104390,Rama Chandra Yadav,B Ramachandra,1401,3
126680654670226,विमल द्विवेदी - प्रान्तीय मन्त्री - हिन्दू जागरण मंच उत्तर प्रदेश,Anchit Shri,1387,3
794870530593197,Krupal Balaji Tumane,Krupal Balaji Tumane,1375,3
230195174008918,Ajit Damodar Gavhane,Content Factory,1367,3
112475780481777,Bahadur Singh Chouhan,Manoj,1349,1
111560924353656,Swetha Reddy,Rajendra Reddy Bhuvanagiri,1337,7
107011868950890,মোদীৰ সৈতে অসম,মোদীৰ সৈতে অসম,1305,33
912096938897209,Vijay Singh,Vijay Singh,1303,9
104088772109615,Ashok Kumar Jaiswal BJP,Deepak Mishra,1292,7
101060925009811,Sandeep Jain - संदीप जैन गुड्डा,Sandeep Jain - संदीप जैन गुड्डा,1267,9
103812439247204,Keshava Rajanna B Fanpage,Abishek Nb,1259,14
101854806119390,World Punjabi Digital,The Narrative Builders,1252,3
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,1245,1
2176894079208790,LawStreet Journal,Law Street,1240,3
1482256838693087,Amal Mahadik Kolhapur,AShwamedh Media,1233,10
110845461230592,G.E. Ramegowda,Guruguntepalya Rammiah Bhagyalakshmi,1217,1
1471581409720618,BJP Uttar Pradesh,Bharatiya Janata Party (BJP),1215,65
104394869237035,Gali Lakshmi Aruna,Gali Lakshmi Aruna,1214,2
102622482649564,Zebonix Pvt Ltd,Zebonix Pvt Ltd,1209,3
935393763168389,Vinod Agrawal,Somil Agarwal,1209,14
105663659158665,शिंदे साहेबांची शिवसेना,Shinde Sahab Fans,1202,4
167342450557100,Sultan Singh Shekhawat,Sultan Singh Shekhawat,1198,1
468618699957192,S R Patil - Shivanagouda R Patil,Tejraj Patil,1194,1
103908895896613,Kush Srivastava,Kush Srivastava,1189,3
124366547225308,ಜಯಶ್ರೀ ಕೆ.ಎನ್. ರಾಜು - ಗುಂಡ್ಲುಪೇಟೆ,Kalavathi M,1184,16
110234802005624,रामसेवक गोपालगढ़,Praduman Meena,1170,1
110182895133863,Second Inning,Sourabh Verma,1164,1
603501043456317,Karnataka Rashtra Samithi,Karnataka Rashtra Samithi,1149,3
10150110302115599,Genesis Foundation,Genesis Foundation,1141,4
1932900346831325,Rajesh D Sanghvi,Rajesh Dineshchandra Sanghvi,1123,10
108184561480441,ಸಂತೋಷ್ ಲಾಡ್ ಯುವ ಪಡೆ,Right Media Tech,1121,9
106822042373219,BC Raavaali - AP Maaraali,Digital Wala Company,1109,3
593446774342398,"ಕೆ ಎಸ್ ಲಿಂಗೇಶ್ ಶಾಸಕರು ಬೇಲೂರು, ಅಭಿಮಾನಿ ಬಳಗ","ಕೆ ಎಸ್ ಲಿಂಗೇಶ್ ಶಾಸಕರು ಬೇಲೂರು, ಅಭಿಮಾನಿ ಬಳಗ",1106,2
106177778335243,Aditya Kumar Paswan,Aditya Kumar,1104,2
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),1079,5
521639147910659,Bhagirath Choudhary,Ujjval Jain,1059,2
174953884087142,Priyanka Penchi,Varun Shivpuriya,1056,1
240046059729273,Puttanna for Rajaji Nagar,Basavachetan,1053,1
531897070196882,Puttanna,Basavachetan,1050,1
104830828593863,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,Nishchal Jain,1047,6
108657261843360,K.Utility,K.Utility,1046,1
184037471806795,Om Rajenimbalkar - ओम राजेनिंबाळकर,Sagar Sarangdhar Randive,1039,1
531897070196882,Puttanna,Sai Kiran,1037,3
148643788877368,BJP Manipur,Bharatiya Janata Party,1030,20
104247095949918,K B Ashoka Naik,Digi-Ants Digital World,1019,4
531897070196882,Puttanna,Mahendra Singh Thakuri,1018,8
333426070147135,Benny Kuriakose Associates,Benny Kuriakose Associates,1016,3
102829655999310,Abdul Hameed Mushrif - ಅಬ್ದುಲ್ ಹಮೀದ ಮುಶ್ರೀಫ್,Nitesh Mahesh Pogul,1011,9
112399491818085,अविरल चल अनुराग,GST Marketing,1003,2
295639383836442,Agewell Foundation,Aanchal Gupta,998,4
103307465023661,Madhyom Bangla,Subhankar Pal,997,2
101581199393219,The Newz Radar,The Newz Radar,996,1
104663008973111,मैं मिथिला हूँ,Summit Polcom,996,1
112125391400600,Status365,These ads ran without a disclaimer,995,1
100475508592062,Sitaram Poswal,Bhagatsingh,994,1
100196004828444,North Eastern Council,Sourabh Arvind Dubey,994,15
110809634572462,Mathurbhai Savani,Mathurbhai Savani,985,3
102389705896147,Nammavar Kamal Haasan,Nammavar Kamal Haasan,984,2
516576275094648,BJP Assam Pradesh,Bharatiya Janata Party (BJP),984,68
224163281073368,BJP Arunachal Pradesh,BJP Arunachal Pradesh,982,15
102634802423981,Surpal Singh Ajnar,Sarvesh Patidar,980,1
216506801885954,Pankaj Chaudhary,Yash Bagh,980,3
100935642733964,Hindi Khabar Digital,The Narrative Builders,978,3
226716647471508,Vinay Kumar Sorake,Vinay Kumar Sorake,973,3
151894932136869,ನಾಡೋಜ ಜಗದೀಶ ಗುಡಗುಂಟಿ ಅಭಿಮಾನಿ ಬಳಗ,Kice Media,970,3
435124759989017,Yogendra Singh Mandloi,Yajuvendra Singh Mandloi,941,1
994578073995343,B. L. Verma,Sourabh Arvind Dubey,935,12
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,934,2
492852320801212,Hansraj Ahir,Rajveer Arvind Choudhary,929,6
102370509068053,News Junction,Parveen,928,1
112709838355954,Prachar99,Prachar99,916,3
102836572455337,BJP Rajesh Rastogi,Rajesh Kumar Rastogi,915,10
101713962007976,Amrit Mahotsav,Amrit Mahotsav,899,8
648392601873373,Ashok Chandna,Mukesh Kumar Yadav,895,5
104490101026502,Reena Bourasi Setia,Prabuddh Dubey,888,2
128035066864788,Yuva Matha,Yuvamatha,887,3
104071715577392,SK International Sainik School Retharedharan - Sangli,Sanket Vinodkumar Surana,885,4
112377994825595,G Raghu Achar,Dayananda R,885,1
115630731476834,Noorahmmad Mulla AAP,Nikhil D Kshirasagar,884,2
107976790549216,BG Ajay Kumar,Ajayakumar Bg,878,2
105206415541364,Hasdeo Ka Sach,Hasdeo Ka Sach,877,8
100593012792684,Keerthan Kumar,Keerthan Kumar,871,1
277990149012894,Naveen Jaihind,Navin,866,1
