Location name,Amount spent (MYR)
Johor,322
Kedah,306
Kelantan,186
Kuala Lumpur,551
Labuan,≤100
Malacca,112
Negeri Sembilan,122
Pahang,298
Penang,180
Perak,294
Perlis,≤100
Putrajaya,≤100
Sabah,162
Sarawak,165
Selangor,886
Terengganu,266
Unknown,≤100
