Location name,Amount spent (VEF)
Amazonas,110001
Anzoátegui,1501085
Apure,500310
Aragua,3750723
Barinas,5297952
Bolívar (state),3854829
Capital District,4619267
Carabobo,3008733
Cojedes,500103
Delta Amacuro,255161
Falcón,1268026
Guárico,1000465
Lara,2758939
Miranda (state),2001085
Monagas,750620
Mérida,2250568
Nueva Esparta,500103
Portuguesa,1500258
Sucre,1500827
Trujillo,750103
Táchira,2508474
Unknown,≤100
Vargas,500000
Yaracuy,794167
Zulia,5512348
