Location name,Amount spent (TWD)
Changhua,11570
Chiayi,3827
Hsinchu,7096
Hsinchu City,9817
Hualien,5489
Kaohsiung,40677
Keelung City,6661
Kinmen,645
Lienchiang,≤100
Miaoli,9528
Nantou,4913
New Taipei City,60363
Penghu,1088
Pingtung,7873
Taichung,43205
Tainan,25953
Taipei,46236
Taitung,2702
Taoyuan City,34124
Unknown,9887
Yilan,4413
Yunlin,7166
