Location name,Amount spent (USD)
Ahuachapán Department,≤100
Cabañas Department,≤100
Chalatenango Department,≤100
Cuscatlán Department,≤100
La Libertad Department,≤100
La Paz Department,≤100
La Unión Department,≤100
Morazán Department,≤100
San Miguel Department,≤100
San Salvador Department,≤100
San Vicente Department,≤100
Santa Ana Department,112
Sonsonate Department,≤100
Usulután Department,≤100
