Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,≤100
County Cork,340
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,117
County Mayo,≤100
County Meath,114
County Monaghan,≤100
County Offaly,≤100
County Tipperary,109
County Westmeath,≤100
Donegal,104
Dublin,1349
Galway,163
Kerry,105
Kildare,132
Kilkenny,≤100
Limerick,126
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,≤100
Wexford,107
Wicklow,≤100
