Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
54779960819,United Nations,United Nations with Facebook Ad Credits,109883,7
105256562063637,Beta Naija Group,Beta Naija,77369,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),44759,4
14312764639,Atiku Abubakar,The Atiku Campaign,21240,1
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,12309,1
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,11010,5
68793499001,UNICEF,UNICEF with Facebook Ad Credits,10338,5
103333362526988,The Eastern Umbrella Forum,The Eastern Umbrella Forum,9176,1
660685641036325,Sandeco Group,Vincent Southey Effiong,8210,9
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,6823,3
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,5004,11
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,4524,4
113312051377035,Professor Christopher Imumolen,Irene Christopher Imumolen,4161,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,4150,3
215863191948778,Frank Nweke Jr,Frank Nweke Ii,3835,2
661065317375273,Beyond Clothing Nigeria,Beyond Clothing Ltd,3559,1
1598205703573433,Senator Uba Sani,Uba Sani Media,2761,5
270703490003847,Leo Ekene Oketa,Leo Ekene Oketa,2683,2
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,2668,2
102835755970763,NN19,NN19,2562,3
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,2378,1
107260805514827,Obidient Isang Sam Udo-Akagha,Lampro Ventures,2224,2
126460284139483,Nigerianeye,NigerianEye,2100,3
101633582008609,The Fidelinfo News,Fafoluyi Olayinka Micheal,2042,2
1689132724682504,MMAWT legacy initiative,Amiru Adamu,1824,5
102450809270806,Kangiwa 360,Yusuf Salisu Funtua,1684,2
105827948663647,Within Nigeria,WITHIN NIGERIA MEDIA LTD,1661,4
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,1378,2
120346118099706,BrandPower,BrandPower,1339,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1335,1
355399445235927,WE Accord,Benoni Briggs,1235,2
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,1206,1
