Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
108341105409731,Golf Guys 2,These ads ran without a disclaimer,≤100,1
243385523091421,Competent Boards,These ads ran without a disclaimer,≤100,1
107844354359568,Our Funny Little Site Feed,These ads ran without a disclaimer,≤100,1
101014586118927,Apkshop,Graciete De Carvalho Faustino,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
113450827503674,The House News,These ads ran without a disclaimer,≤100,1
106684228815847,Africa's Green Economy Summit,These ads ran without a disclaimer,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
104501371762675,cientistas.legais,These ads ran without a disclaimer,≤100,1
56777943052,One Young World,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,1
