Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,56034955,155
108132042285089,Erwin Aksa,Yayasan Golkar Institute,9149329,102
1182989151803018,M Hasanuddin Wahid,Kebangkitan Bangsa,9132516,2
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,8322753,49
106397652451725,Barisan Biru Langit,Barisan Biru Langit,5960421,26
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,5755521,29
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,4278172,20
100649018546817,GanjarFans,GanjarFans,3335361,45
111864151754055,Esensi TV,Esensi Tv,2659824,49
102793242742002,Jaksapedia,JAKSAPEDIA,2578388,34
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,1902151,12
103115509465525,Achmad Fauzi Wongsojudo SH. MH.,Cak Fauzi JATIM,1536896,19
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,1464946,1
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1346365,19
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,1233409,55
39684526732,Wanda Hamidah,Yayasan Infobox,1183683,3
106690092440342,Pemilu KIT,Ramdan Casmara,1158611,16
102656349157647,Tugimanisme,Tugimanisme,1145547,44
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,1074847,5
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,877769,23
335546226915564,Generasi Melek Politik,Generasi Melek Politik,844951,2
107451398732660,Teman Dito,Teman Dito,644978,9
1547369918837496,Zulkifli Hasan,Media Center PAN,640181,5
101228692503239,Opini Publik,Opini Publik,494578,1
104427162506872,Fakta Anies,Fakta Anies,436168,26
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,371886,22
39253583478,PDI Perjuangan,PDI Perjuangan,370471,30
105903795626960,Ruangcuan.com,Ruangcuan.com,337712,7
110952238516382,Kiki Daliyo,Kiki Daliyo,329852,11
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,295794,5
110419528729730,Golkar Makassar,Yayasan Golkar Institute,294743,4
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,291831,2
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,279460,4
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,271862,22
1004727719661767,Rian Ernest,Yayasan Golkar Institute,269688,1
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,246653,1
1359754127394254,Kick Avenue,These ads ran without a disclaimer,241019,1
197545083607941,Harian Kompas,Harian Kompas,231896,11
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,223028,17
1500140530273695,Kimia Farma Care,Kimia Farma,211828,2
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,198592,1
102273039070802,Info Terkini,Muhammad Miftakhunnaim,159622,12
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,157215,1
349963858704476,Komit Digital,Komit Digital,155378,7
103817945830465,Sobat Dito,Sobat Dito,148785,2
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,140165,2
165114026832502,Grace Natalie,Partai Solidaritas Indonesia,131484,1
292939164731691,Relawan Herviano,Relawan Herviano,121641,17
118973457855873,Anwar Jaya Husain,These ads ran without a disclaimer,114651,1
101759701622022,PSI Merauke,Jeremias Michael Omona,108590,1
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,105847,1
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",104646,2
106287625764574,Teman Dito,Barry Eko Lesmana,101297,1
116111574772758,Ade Kaca,Ade Kaca,100008,1
635425077088293,Sahabat Pak Tengku,Ero Sukarna,98121,3
352905798604161,Sahabat Ahmad Darwis,Sahabat Ahmad Darwis,95356,2
108511588277325,Galeria Konveksi,Solehudin,94289,1
273270209855671,RER,These ads ran without a disclaimer,88506,1
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,87931,1
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,86150,6
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,79919,6
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,77944,4
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,75232,1
100904822517086,Non-trivial,These ads ran without a disclaimer,74337,1
113611098398764,Persepsi Politik,Firza Arzanda,73891,3
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,68449,1
582402568517453,Coretan Kehidupan,Coretan Kehidupan,67948,2
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,65963,1
108181075027260,CSI Consultant,These ads ran without a disclaimer,60787,1
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,60265,6
173776079818775,Saiful Mujani,Saidiman,57889,1
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,56545,4
116715223517954,YouSee Indonesia,YouSee Indonesia,54935,1
1854698171491271,Dwi Sudharmono Wanudyatanto,Dwi Sudharmono Wanudyatanto,53333,1
111003051988471,Raendi Rayendra,Muhammad Agung Saputra,53296,4
172623783230266,Fraksi PKS DPRD Kota Yogyakarta,Dzikri Asykarullah,51933,1
371274723582677,Cak Salam,Ranudirjo Adi,50221,2
102992659323593,Komit Studio,Komit Studio,49590,6
902672103219521,Dr.Christian Widodo,Christian Widodo,47749,2
112164938221017,Pakar Sukabumi,Pakar Sukabumi,46608,4
836360023163305,Melky Jakhin Pangemanan - MJP,Melky Pangemanan,46102,1
101801699177654,Muhamad Sodikin,Muhamad Sodikin,43939,2
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,41813,14
110665381423733,Kliklaman Digital,Kliklaman Digital,40920,1
2319677318350751,Sintiya Rahma,Sintiya Rahma,40240,1
116410364800518,GERAK Kapuas,Damai Alam Usop,38522,2
107806265663997,Sahabat Normans Luntungan 2024,Adventus W. Bukarakombang,37697,1
101674375744514,Media Cuan,Ipta Apipah,36327,1
100211925498396,Partai Gerindra Jawa Timur,Abd Rahman Hamid,35406,2
100616339429546,fabriek.badjoe,These ads ran without a disclaimer,34540,1
1375833312498771,Irine Yusiana Roba Putri,Irine Yusiana Roba Putri,33845,1
1413233442285275,Prabowo Untuk NKRI,Prabowo Untuk NKRI,33426,1
102791229290192,Caleg Stater Kit,Caleg Stater Kit,32945,1
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,32396,1
104953822603556,Mas Irsad 2024,Mas Irsad,31280,4
118310007922514,Jakarta Untuk Ganjar,Ganjar Nusantara Indonesia,30142,1
1882160755422758,Edgar Boshart,These ads ran without a disclaimer,29988,1
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,29891,2
101866128977837,Belajar Pemilu,Muhammad Basir,29672,3
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,28070,2
312490859193724,mensbatik,Bayu Setayudha,27573,8
123567667407063,MA Media Center,Masgul Abdullah,27428,2
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,27287,1
2226767280926469,Puteri Anetta Komarudin,Puteri Anetta Komarudin,27106,1
106004407402000,Cakap Politik,Cakap Politik,27102,2
255601878216867,Komisaris Politik,Komisaris Politik,26992,2
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,26396,2
286094071469577,VINCI Energies,These ads ran without a disclaimer,26195,1
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,26068,1
109461242146315,H Jamaluddin Lasinrang,Jamaluddin S.Pd,25002,1
120347657712430,Sukses For 2024,I Wayan Sukses S.E,24289,1
1033193516732257,Jabar Dukung Ganjar,Ganjar Nusantara Indonesia,23905,1
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,23895,1
113069615112380,Sigit K Yunianto,PDI Perjuangan Provinsi Kalimantan Tengah,23811,1
105050674724076,Golkar Kota Dumai,Golkar Kota Dumai,23311,1
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,22630,1
105984728799517,Sulsel Dukung Ganjar,Ganjar Nusantara Indonesia,22249,2
104843487722931,Portal Islam id,Portal Islam ID,22053,1
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,22035,2
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,21964,1
115139881566445,Gerald Milhan Nahuway,Gerald Milhan Nahuway,20340,4
102931836141190,Sahabat Dadang Destari Putra,Gita Nuansa,20071,1
1679783648997296,DKISP Kaltara,These ads ran without a disclaimer,20000,1
108888975461505,"Elisa Ermasari,S.Mn","Elisa Ermasari,S.Mn",19776,2
108401655217559,Layanan Kemanusiaan DPP  Partai Gerindra,Layanan Kemanusiaan DPP  Partai Gerindra,19499,1
112570091503539,GP Papua,Ganjar Nusantara Indonesia,19385,4
