Location name,Amount spent (CAD)
Alberta,7389
British Columbia,8146
Manitoba,3567
New Brunswick,1106
Newfoundland and Labrador,1061
Northwest Territories,≤100
Nova Scotia,1342
Nunavut,≤100
Ontario,18769
Prince Edward Island,516
Quebec,13812
Saskatchewan,3269
Unknown,≤100
Yukon,≤100
