Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
112352651471410,Morari.live,Morari.live,212,8
319803971471711,Guvernul Republicii Moldova,Cancelaria de Stat,123,12
1615739698690060,Gagauz i ya,Gagauz i ya,111,3
183586548468420,Dorin Recean,Dorin Recean,103,7
416284611754529,Orhei azi,Orhei azi,≤100,4
1827162984186887,Вячеслав Платон: за свободную Молдову.,Вячеслав Платон: за свободную Молдову.,≤100,2
115544808144133,Tere Moldova,Tere Moldova,≤100,2
119613531125997,Moldova вперед,Moldova вперед,≤100,2
160625514692148,StopFals.md,StopFals.md,≤100,15
119955864353882,toți pentru Moldova / все за Молдову,toți pentru Moldova / все за Молдову,≤100,22
103066099465817,Ivan Kremlinovici,Ivan Kremlinovici,≤100,2
597470323744357,Primăria Mea,Primăria Mea,≤100,6
101786405377420,maib business,maib,≤100,2
1805726386405532,WatchDog.MD,WatchDog.MD,≤100,6
106535802709949,Vlad Filat,Vlad Filat,≤100,2
106860929123149,Natalia Parasca,Parasca Natalia,≤100,1
229102168462310,Sondaje.md,Sondaje.md,≤100,2
489275994741865,Sergiu Burlacu,Sergiu Burlacu,≤100,1
115613003323926,PAS Durlești,Partidul Acțiune și Solidaritate,≤100,1
100373435894162,PAS Hîncești,Partidul Politic Acțiune și Solidaritate,≤100,1
107549088968537,PAS Bălți,Partidul Acțiune și Solidaritate,≤100,1
107921621820045,Platforma pentru Inițiative de Securitate și Apărare,Platforma pentru Inițiative de Securitate și Apărare,≤100,1
107268481041226,PAS Anenii Noi,Partidul Acțiune și Solidaritate,≤100,1
134989144711373,PAS Briceni,Partidul Politic Acțiune și Solidaritate,≤100,1
100662512948078,PAS Căușeni,Partidul Politic Acțiune și Solidaritate,≤100,1
1773675319535681,PAS Călăraşi,Partidul Politic Acțiune și Solidaritate,≤100,1
104049842993150,NOI.md,NOI.md,≤100,3
100153529171511,PAS Șoldănești,Partidul Politic Acțiune și Solidaritate,≤100,1
108708810855843,PAS Rezina,Partidul Acțiune și Solidaritate,≤100,1
483903432367970,PAS Ungheni,Partidul Politic Acțiune și Solidaritate,≤100,2
109421437294772,PAS Soroca,Partidul Politic Acțiune și Solidaritate,≤100,1
114442621555910,Organizația Teritorială PAS Dondușeni,Partidul Politica Acțiune și Solidaritate,≤100,1
515198701938684,PAS Orhei,Partidul Acțiune și Solidaritate,≤100,1
177041402779765,PAS Ialoveni,Partidul Politic Acțiune și Solidaritate,≤100,1
102472547774699,PAS Cantemir,Partidul Politic Acțiune și Solidaritate,≤100,1
104515974667896,PAS Telenești,Partidul Politic Acțiune și Solidaritate,≤100,1
102901435971465,PAS Rîșcani,Partidul  Politic Acțiune și Solidaritate,≤100,1
336025817299952,PAS Florești,Partidul Politic Acțiune și Solidaritate,≤100,1
111117144727853,PAS Drochia,Partidul Politic Acțiune și Solidaritate,≤100,1
113662680376537,PAS Ștefan Vodă,Partidul Politic Acțiune și Solidaritate,≤100,1
245924195553948,NOI.md на русском,NOI.md на русском,≤100,3
223647077681853,Asociatia Presei Independente,API,≤100,4
188592694525762,Fundația Soros Moldova,Fundația Soros Moldova,≤100,1
108545814284510,PAS Sîngerei,Partidul Politic Acțiune și Solidaritate,≤100,1
739189706285160,De facto: Ne apărăm de propagandă,De facto: Ne apărăm de propagandă,≤100,1
1951389954961283,PAS Nisporeni,Partidul Politic Acțiune și Solidaritate,≤100,1
1697149123885498,Noi.md / Interviuri și analitica,NOI.md,≤100,2
108944130444076,PAS Cimișlia,Partidul Politic Acțiune și Solidaritate,≤100,1
101475692515943,Eu Iubesc Chișinăul,Eu Iubesc Chișinăul,≤100,1
845877702098734,Debates.md,Debates.md,≤100,1
105235411066429,Grigore Bejenaru,Grigore Bejenaru,≤100,1
101842212936338,Ruttor,These ads ran without a disclaimer,≤100,1
1641823949368794,Partidul Național Moldovenesc,Partidul National Moldovenesc,≤100,1
110397700834029,PAS Leova,Partidul Politic Acțiune și Solidaritate,≤100,1
102120172713015,Opriți gruparea Hoție și Război,Opriți gruparea Hoție și Război,≤100,1
100482358336025,PAS Fălești,Partidul Politic Acțiune și Solidaritate,≤100,1
105011372284797,Alerte.md BĂLȚI,Alerte.md Bălți,≤100,1
104104285975716,Alerte.md Sîngerei,Alerte.md Sîngerei,≤100,1
101517742854242,Alina Dandara,Alina Dandara,≤100,1
109752888598416,Alerte.md Cimișlia,Alerte.md Cimișlia,≤100,2
111718006853689,Radar Politic,Radar Politic,≤100,1
498290777040922,The Scooches,These ads ran without a disclaimer,≤100,1
137408286868781,Centrul Sportiv de Pregătire a Loturilor Naționale,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,8
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
144776752025,Голос Америки,These ads ran without a disclaimer,≤100,1
