Location name,Amount spent (TRY)
Adana Province,595
Adıyaman Province,≤100
Afyonkarahisar Province,259
Aksaray Province,784
Amasya Province,≤100
Ankara Province,1224
Antalya Province,843
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,337
Ağrı Province,≤100
Balıkesir Province,424
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,969
Denizli Province,284
Diyarbakır Province,153
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,280
Erzurum Province,≤100
Eskişehir Province,303
Gaziantep Province,965
Giresun Province,246
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,380
Isparta Province,139
Istanbul Province,16950
Iğdır Province,≤100
Kahramanmaraş Province,174
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,308
Kilis Province,≤100
Kocaeli Province,349
Konya Province,672
Kütahya Province,155
Kırklareli Province,≤100
Kırıkkale Province,330
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,410
Mardin Province,113
Mersin Province,478
Muğla Province,312
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,122
Ordu Province,177
Osmaniye Province,107
Rize Province,174
Sakarya Province,117
Samsun Province,397
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,103
Tekirdağ Province,249
Tokat Province,≤100
Trabzon Province,432
Tunceli Province,≤100
Unknown,≤100
Uşak Province,158
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,108
Çanakkale Province,118
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1606
Şanlıurfa Province,264
Şırnak Province,≤100
