Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,4758,16
237466786344157,European Movement,European Movement International with Facebook ad credits,4578,8
102931488739,Platforma Obywatelska,Platforma Obywatelska,3075,24
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2357,36
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,2055,219
178362315106,European Parliament,European Parliament,1777,10
237466786344157,European Movement,European Movement International,1666,4
199446073725474,BohaterON,Fundacja Sensoria,1463,35
57544755889,Amnesty International Polska,Amnesty International Polska,1263,23
228168274881,wysokieobcasy,wysokieobcasy,1145,18
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1093,15
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,921,9
552661358110680,Krzysztof Kubów Sekretarz Stanu KPRM,Krzysztof Kubów Sekretarz Stanu KPRM,903,2
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,728,13
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,648,3
339855706171439,Dobra Fabryka,Dobra Fabryka,623,3
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,563,2
107099115544539,Zostań Dłużej,Euvic Media,556,9
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,546,11
312204349288060,Mariusz Gosek,Mariusz Gosek,519,11
178415208919146,Suwerenna Polska,Solidarna Polska,518,9
1935634136663192,"Nie Zapomnij O Nas, Powstańcach Warszawskich","Nie Zapomnij O Nas, Powstańcach Warszawskich",508,3
513969188677442,Compassion Polska,Compassion Polska,454,8
101861849611988,Nie dla Tuska,Nie dla Tuska,411,10
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,406,46
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,396,11
1227194230675141,Pratia,Pratia SA,395,12
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,385,26
371359310400318,Janusz Kowalski,Janusz Kowalski,342,19
104442609633150,Lubuskie,Lubuskie,341,4
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,340,7
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,333,8
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,328,3
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,307,100
1683534065241470,OKO.press,OKO.press,304,13
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,283,4
160978464020426,Sławomir Nitras,Sławomir Nitras,271,11
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,267,3
395533923834784,PSL Mazowsze,PSL Mazowsze,262,23
146599018696771,NATO,NATO,233,1
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,230,3
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,220,4
286672948180163,Tomasz Trela,Poseł Tomasz Trela,219,5
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",217,17
110058531445574,Janusz Cieszyński,Janusz Cieszyński,208,5
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,2
737382823002282,Anna Pieczarka,Anna Pieczarka,195,2
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,194,3
113143203693,Santander Bank Polska,Santander Bank Polska,194,5
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,192,5
515725191889934,Zmieniamy Łódzkie,Zmieniamy Łódzkie,191,3
115651338097958,Krzysztof Dziwisz - Starosta Powiatu Żyrardowskiego,Krzysztof Dziwisz - Starosta Powiatu Żyrardowskiego,189,4
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,185,10
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,179,3
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,176,7
166946306698099,Tarnowskie Góry Srebrne Miasto,Tarnowskie Góry Urząd Miasta,173,1
1489158561337371,Dariusz Olszewski,Dariusz Olszewski,172,1
1465965073732774,Łukasz Kohut,Łukasz Kohut,171,2
169913419732194,Michał Jaros,Michał Jaros,171,14
