Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
111378401865271,Jawad Sohrab Malik,Armghan Virk,17095,21
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,7049,6
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,5414,1
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,5366,1
182192512111720,Sardar Mohsin Abbasi,Sardar Mohsin Abbasi,5106,8
315863402653597,Prime Minister’s Youth Programme,Prime Minister’s Youth Programme,5105,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,4074,1
204305176293161,Alamgir Khan,Alamgir Khan,3213,2
435092019877794,Hazara Quami Mahaz Pakistan - HQM,Hazara Quami Mahaz Pakistan - HQM,3213,6
120437430938970,Syed Mohammad Kirmani,John Kirmani,2734,4
112611718401040,Pakistan Markazi Muslim League - Karachi,Pakistan Markazi Muslim League - Karachi,2473,2
327723594738107,Meme Lord From Pakistan,These ads ran without a disclaimer,2352,1
543755195637715,Mian Aslam,Mian Aslam,2108,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,2023,5
467252070142548,Ch Mustansar Ali Gondal,Ch Mustansar Ali Gondal,1900,4
109493084543028,Four Corners with Tarar,NEXT TV,1752,1
1814850698741724,Senator Mohsin Aziz,Senator Mohsin Aziz,1191,1
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,1074,1
105690462092880,MM News Videos,MM Digital PVT LTD,1057,1
133648753466105,Group Development Pakistan,Group Development Pakistan,1040,3
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,872,2
117245297940276,Imtiaz Minhala,Muhammad Arslan Haider,772,2
102532432516110,Rana Hamid Nawaz,Rana Hamid Nawaz,600,3
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,536,2
109812220412504,Musa Habib Raja,Musa Habib Raja,510,1
2107858016193986,Voice of Sindh,Voice of Sindh,493,4
109676458413003,Akhlaq Ahmad Bidani 0fficial PP288,Akhlaq Ahmad Bidani 0fficial PP288,462,2
107801948674316,BBU News WORLD,BBU NEWS WORLD,452,2
100298359657460,Agha Naveed Hashim Rizvi,Shaukat Ali Malik,352,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",343,1
101371932720459,Malik Mohtisham Raza KhoKhar- مرد بحران,Ahsan mujtaba,333,1
273161129539624,Khalid Javed Warraich,Khalid Javed Warraich,319,1
101737024836683,Anjuman-E-Tajran انجمن تاجران,Mujahid Maqsood Butt,312,1
113578877760214,Shahid Khan,Shahid Khan,305,1
100435805831644,Tanveer Ahmad Virk PP141,Jahanzaib Naveed,294,1
114195723673736,Top News,These ads ran without a disclaimer,291,1
187258925420723,Leading Lawyers,Leading Lawyers,274,2
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,253,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,242,2
124473380937123,勵馨基金會 The Garden of Hope Foundation,These ads ran without a disclaimer,205,1
327514780955583,Dr Umair Haroon,Dr Umair Haroon,148,1
285530825204,Klitschko,These ads ran without a disclaimer,125,1
108542722113005,Taniya,These ads ran without a disclaimer,≤100,2
100985089430508,Ch Mumtaz Akhtar kahloon,Ch Mumtaz Akhtar kahloon,≤100,1
330760764494579,Haji Shabbir Iqbal Australia International Student Educational  Migration,These ads ran without a disclaimer,≤100,1
114978670833586,Faizan Khan Nazim,These ads ran without a disclaimer,≤100,1
101182582878006,Tehreek e Awam Pakistan,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
107624024769383,jerrymcgrath,These ads ran without a disclaimer,≤100,1
100800439394003,callme.emaanx,These ads ran without a disclaimer,≤100,1
100297025991496,NA Yazman,NA Yazman,≤100,1
168508139975104,CRI Türkçe,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
