Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,597
Bicol Region,3496
Cagayan Valley,3018
Calabarzon,10685
Caraga,1511
Central Luzon,10794
Central Visayas,7621
Cordillera Administrative Region,1118
Davao Region,2689
Eastern Visayas,3087
Ilocos Region,3028
Metro Manila,13015
Mimaropa,1549
Northern Mindanao,3759
Soccsksargen,2362
Unknown,≤100
Western Visayas,5740
Zamboanga Peninsula,2100
