Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
100910024639566,Ali Babacan,Deva Partisi,18186,15
102095934751904,Deva Partisi,Deva Partisi,4744,3
100431406701471,Internethaber,Internethaber,4725,1
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,2985,19
141870402543282,AK Parti,Ak Parti,2438,2
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1935,25
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,1569,2
545629665828465,M. Mustafa Kocaman,Serhat Gunduzalp,1431,3
1493744950841097,Kınık Belediyesi,Sadik Dogruer,1339,7
1535350500053889,Mehmet Demircioğlu,Mehmet Demircioglu,1159,1
109383912042581,Faruk Darıyerli,Faruk Darıyerli,568,2
108252655310283,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,490,1
1414574845504535,Mimar İbrahim Demir chp adana Milletvekili adayı,Mimar İbrahim Demir chp adana Milletvekili adayı,427,3
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,398,14
106187277979172,Dijital Gaste,Veysel Karahan,366,1
369391953226531,Eyüp Eroğlu,Akif Yurdakul,366,4
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,312,3
117491812983397,Yurttan Sesler,Yurttan Sesler,298,2
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,261,2
100516989042507,Balıkesir Posta TV,Ahmet Namlı,260,5
109582040400900,Sadık Altunok,Sadik Altunok,204,1
129348497218806,Afyonkarahisar Belediyesi,Afyonkarahisar Belediyesi,200,2
2064731740417261,Seyyid Bilal Kabdan,Seyyid Bilal Kabdan,199,4
413113452433564,Cengiz Gökçel,Cengiz Gökçel,198,2
1424394931135090,AK Parti Samsun İl Başkanlığı,Betul Zer,191,1
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,176,18
130021167171935,Hüseyin Keskin,Hüseyin Keskin,169,1
135743791692611,Bağımsız Türkiye Partisi Trabzon İl Başkanlığı,Ali Hekimoğlu,167,2
174773480020145,Ömer Bağcı,Ömer Bağcı,161,6
103677665242613,Erzurum Ajans www.erzurumajans.com,Erzurum Ajans www.erzurumajans.com,149,2
