Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
100325609698250,Paraguay Decide,Pablo Benítez,7279253,7
196599783696918,Efrain Alegre,Comunicá,7185076,197
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,3824807,10
241512319274531,Sixto Pereira,Sixto Pereira,1751455,4
532716330164048,Sole Núñez,PautaPY,1564090,3
110447625137045,Pilar Callizo,PautaPY,1498907,3
532716330164048,Sole Núñez,Sole Núñez,1411845,41
102266292553995,Sucia Política,Diego Ricardo Ramírez,1384774,7
1692624097481207,Mujeres GANAR,Mujeres GANAR,1384506,64
1468570519872644,Santiago Peña,PRANA SA,1321895,18
102917519228790,Bruno Defelippe,PautaPY,1001353,3
101684376194219,Se Van Paraguay,Solucionet Global,972517,5
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,861450,15
532716330164048,Sole Núñez,Soledad Núñez,859512,6
102963512483270,PyElige,PY Elige,812528,8
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,725874,20
325540631525675,En La Tecla,En la Tecla,691337,4
153958777947957,Paulo Reichardt,Paulo Reichardt,646302,18
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,610194,6
103771265752808,Vysokolán,Stephan Vysokolán,545585,11
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,494044,6
188532581209289,Senador Javier Zacarías Irún,ComSer,455563,12
109626041763537,Natalicio Chase,Global Agencia,440266,11
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,436971,12
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,396742,5
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,366837,24
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,366116,2
498022813689642,Oscar González Drakeford,Oscar González,361577,4
100959471597014,José Antonio Galeano,José Antonio Galeano,346160,12
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,295420,14
107104641909575,Rubén Rubin,Rubén Rubin,291493,2
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,279971,7
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,273510,3
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,267767,2
108824810612735,Ing. Jorge Palazón,Jorge Palazon,235487,6
104691125736657,Ada Báez Ruggeri Concejal Departamental,Ada Báez Ruggeri Concejal Departamental,222975,4
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,202525,1
943824938962084,Luis Fernando,Luis Fernando,200052,4
114061877001545,Víctor Pecci,PRANA SA,186217,2
724051717643013,Miguel Prieto,Miguel Prieto,184209,5
1547194582252394,Denis Lichi,Global Agencia,153141,6
1753251591598763,Dani Mujica,Dani Mujica,151457,6
108726068722756,Narciso Castillo,Narciso Castillo,150299,3
103617332328992,Crecer - Movimiento Cooperativo,Hugo Alfonso Aquino Diaz,142250,2
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,122039,2
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,119458,1
106511610043389,Jorge Rolón Luna,Jorge Rolón Luna I,114860,2
943824938962084,Luis Fernando,Luis Carlos Arce,108973,2
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,107881,1
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,105022,5
827201027312903,César LANDY Torres,Jose Dolores Zarate Gonzalez,103664,4
192161474526084,Luis Fretes Senador,Luis Fretes Senador,102656,1
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,101236,2
103681832340596,Kpeto Cano,Eusebio Vera,98878,2
100566575581065,Ramón Montanía,Ramón Montania Fernandez,95693,1
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,94238,1
113713881663916,Guillermo Ferreiro,Estratégias de Comunicación,93665,2
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,91096,2
647864758888200,Seba Garcia,Sebastian Garcia,91016,4
114061877001545,Víctor Pecci,Esencia News SA,89954,1
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,83213,3
105951684150779,José Chechito López,José Chechito López,82132,6
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,80093,4
518726648648192,Carlos Arrechea,Carlos Arrechea,78588,3
357095164345257,Oviedo Press,Oviedo Press,77834,2
125314197496488,Carlos Filizzola,Carlos Filizzola,77817,3
838018169889993,"Fernando ""Pato"" Ojeda",Fernando Ojeda,75024,10
